WBANNO,USDM_WEEK,LONGITUDE,LATITUDE,SMVWC_5_CM_MEAN,SMANOM_5_CM_MEAN,SMPERC_5_CM_30COUNTS,SMPERC_5_CM_70COUNTS,SMVWC_10_CM_MEAN,SMANOM_10_CM_MEAN,SMPERC_10_CM_30COUNTS,SMPERC_10_CM_70COUNTS,SMVWC_20_CM_MEAN,SMANOM_20_CM_MEAN,SMPERC_20_CM_30COUNTS,SMPERC_20_CM_70COUNTS,SMVWC_50_CM_MEAN,SMANOM_50_CM_MEAN,SMPERC_50_CM_30COUNTS,SMPERC_50_CM_70COUNTS,SMVWC_100_CM_MEAN,SMANOM_100_CM_MEAN,SMPERC_100_CM_30COUNTS,SMPERC_100_CM_70COUNTS,SMVWC_TOP_CM_MEAN,SMANOM_TOP_CM_MEAN,SMPERC_TOP_CM_30COUNTS,SMPERC_TOP_CM_70COUNTS,SMVWC_COLUMN_CM_MEAN,SMANOM_COLUMN_CM_MEAN,SMPERC_COLUMN_CM_30COUNTS,SMPERC_COLUMN_CM_70COUNTS
54808,20090725,-88.37,40.05,0.404,1.1,0,1,0.432,1.31,0,1,0.405,1.02,0,1,,,,,,,,,0.418,1.22,0,1,,,,
54808,20090726,-88.37,40.05,0.405,1.14,0,1,0.431,1.33,0,1,0.406,1.05,0,1,,,,,,,,,0.418,1.24,0,1,,,,
54808,20090727,-88.37,40.05,0.403,1.16,0,1,0.43,1.34,0,1,0.407,1.08,0,1,,,,,,,,,0.417,1.26,0,1,,,,
54808,20090728,-88.37,40.05,0.402,1.18,0,1,0.429,1.36,0,1,0.408,1.1,0,1,,,,,,,,,0.415,1.27,0,1,,,,
54808,20090729,-88.37,40.05,0.403,1.22,0,1,0.429,1.38,0,1,0.409,1.13,0,1,,,,,,,,,0.416,1.3,0,1,,,,
54808,20090730,-88.37,40.05,0.409,1.29,0,1,0.43,1.4,0,1,0.411,1.16,0,1,,,,,,,,,0.42,1.34,0,1,,,,
54808,20090731,-88.37,40.05,0.414,1.36,0,1,0.431,1.43,0,1,0.413,1.18,0,1,,,,,,,,,0.423,1.39,0,1,,,,
54808,20090801,-88.37,40.05,0.417,1.4,0,1,0.432,1.45,0,1,0.414,1.2,0,1,,,,,,,,,0.424,1.43,0,1,,,,
54808,20090802,-88.37,40.05,0.412,1.4,0,1,0.431,1.47,0,1,0.413,1.2,0,1,,,,,,,,,0.422,1.45,0,1,,,,
54808,20090803,-88.37,40.05,0.41,1.41,0,1,0.43,1.49,0,1,0.413,1.19,0,1,,,,,,,,,0.42,1.47,0,1,,,,
54808,20090804,-88.37,40.05,0.407,1.43,0,1,0.43,1.51,0,1,0.412,1.19,0,1,,,,,,,,,0.418,1.5,0,1,,,,
54808,20090805,-88.37,40.05,0.41,1.48,0,1,0.43,1.55,0,1,0.413,1.2,0,1,,,,,,,,,0.42,1.56,0,1,,,,
54808,20090806,-88.37,40.05,0.41,1.52,0,1,0.431,1.59,0,1,0.413,1.21,0,1,,,,,,,,,0.42,1.6,0,1,,,,
54808,20090807,-88.37,40.05,0.41,1.55,0,1,0.43,1.62,0,1,0.413,1.22,0,1,,,,,,,,,0.42,1.64,0,1,,,,
54808,20090808,-88.37,40.05,0.41,1.59,0,1,0.431,1.64,0,1,0.413,1.22,0,1,,,,,,,,,0.42,1.67,0,1,,,,
54808,20090809,-88.37,40.05,0.411,1.63,0,1,0.431,1.67,0,1,0.413,1.23,0,1,,,,,,,,,0.421,1.71,0,1,,,,
54808,20090810,-88.37,40.05,0.413,1.66,0,1,0.432,1.69,0,1,0.414,1.24,0,1,,,,,,,,,0.422,1.74,0,1,,,,
54808,20090811,-88.37,40.05,0.414,1.69,0,1,0.433,1.7,0,1,0.415,1.26,0,1,,,,,,,,,0.423,1.76,0,1,,,,
54808,20090812,-88.37,40.05,0.405,1.64,0,1,0.431,1.68,0,1,0.414,1.25,0,1,,,,,,,,,0.418,1.73,0,1,,,,
54808,20090813,-88.37,40.05,0.394,1.56,0,1,0.428,1.66,0,1,0.412,1.25,0,1,,,,,,,,,0.411,1.68,0,1,,,,
54808,20090814,-88.37,40.05,0.38,1.46,0,1,0.424,1.63,0,1,0.41,1.23,0,1,,,,,,,,,0.402,1.62,0,1,,,,
54808,20090815,-88.37,40.05,0.366,1.35,0,1,0.419,1.59,0,1,0.408,1.21,0,1,,,,,,,,,0.393,1.55,0,1,,,,
54808,20090816,-88.37,40.05,0.349,1.23,0,1,0.414,1.56,0,1,0.405,1.19,0,1,,,,,,,,,0.381,1.46,0,1,,,,
54808,20090817,-88.37,40.05,0.339,1.17,0,1,0.409,1.53,0,1,0.403,1.17,0,1,,,,,,,,,0.374,1.42,0,1,,,,
54808,20090818,-88.37,40.05,0.336,1.17,0,1,0.405,1.52,0,1,0.402,1.16,0,1,,,,,,,,,0.37,1.41,0,1,,,,
54808,20090819,-88.37,40.05,0.337,1.21,0,1,0.402,1.51,0,1,0.401,1.15,0,1,,,,,,,,,0.369,1.42,0,1,,,,
54808,20090820,-88.37,40.05,0.349,1.34,0,1,0.402,1.52,0,1,0.401,1.16,0,1,,,,,,,,,0.376,1.5,0,1,,,,
54808,20090821,-88.37,40.05,0.366,1.5,0,1,0.404,1.55,0,1,0.404,1.19,0,1,,,,,,,,,0.385,1.59,0,1,,,,
54808,20090822,-88.37,40.05,0.383,1.65,0,1,0.407,1.58,0,1,0.406,1.21,0,1,,,,,,,,,0.395,1.69,0,1,,,,
54808,20090823,-88.37,40.05,0.401,1.8,0,1,0.411,1.61,0,1,0.408,1.24,0,1,,,,,,,,,0.406,1.78,0,1,,,,
54808,20090824,-88.37,40.05,0.413,1.88,0,1,0.414,1.62,0,1,0.41,1.25,0,1,,,,,,,,,0.414,1.83,0,1,,,,
54808,20090825,-88.37,40.05,0.418,1.89,0,1,0.416,1.62,0,1,0.41,1.25,0,1,,,,,,,,,0.417,1.84,0,1,,,,
54808,20090826,-88.37,40.05,0.42,1.86,0,1,0.417,1.61,0,1,0.411,1.24,0,1,,,,,,,,,0.418,1.82,0,1,,,,
54808,20090827,-88.37,40.05,0.411,1.75,0,1,0.416,1.58,0,1,0.41,1.22,0,1,,,,,,,,,0.414,1.74,0,1,,,,
54808,20090828,-88.37,40.05,0.405,1.66,0,1,0.415,1.54,0,1,0.409,1.2,0,1,,,,,,,,,0.41,1.67,0,1,,,,
54808,20090829,-88.37,40.05,0.409,1.65,0,1,0.418,1.52,0,1,0.411,1.19,0,1,,,,,,,,,0.413,1.65,0,1,,,,
54808,20090830,-88.37,40.05,0.41,1.62,0,1,0.419,1.5,0,1,0.413,1.19,0,1,,,,,,,,,0.414,1.62,0,1,,,,
54808,20090831,-88.37,40.05,0.41,1.59,0,1,0.42,1.47,0,1,0.414,1.17,0,1,,,,,,,,,0.415,1.59,0,1,,,,
54808,20090901,-88.37,40.05,0.411,1.57,0,1,0.421,1.45,0,1,0.415,1.16,0,1,,,,,,,,,0.416,1.57,0,1,,,,
54808,20090902,-88.37,40.05,0.411,1.56,0,1,0.422,1.44,0,1,0.416,1.15,0,1,,,,,,,,,0.417,1.55,0,1,,,,
54808,20090903,-88.37,40.05,0.412,1.55,0,1,0.422,1.42,0,1,0.417,1.14,0,1,,,,,,,,,0.417,1.55,0,1,,,,
54808,20090904,-88.37,40.05,0.406,1.51,0,1,0.422,1.41,0,1,0.416,1.13,0,1,,,,,,,,,0.414,1.52,0,1,,,,
54808,20090905,-88.37,40.05,0.39,1.39,0,1,0.418,1.37,0,1,0.414,1.1,0,1,,,,,,,,,0.404,1.44,0,1,,,,
54808,20090906,-88.37,40.05,0.376,1.29,0,1,0.414,1.33,0,1,0.411,1.08,0,1,,,,,,,,,0.395,1.37,0,1,,,,
54808,20090907,-88.37,40.05,0.363,1.2,0,1,0.411,1.3,0,1,0.41,1.06,0,1,,,,,,,,,0.387,1.31,0,1,,,,
54808,20090908,-88.37,40.05,0.35,1.11,0,1,0.408,1.26,0,1,0.409,1.05,0,1,,,,,,,,,0.379,1.24,0,1,,,,
54808,20090909,-88.37,40.05,0.338,1.03,0,1,0.404,1.22,0,1,0.407,1.04,0,1,,,,,,,,,0.371,1.18,0,1,,,,
54808,20090910,-88.37,40.05,0.327,0.95,0,1,0.401,1.19,0,1,0.406,1.03,0,1,,,,,,,,,0.364,1.12,0,1,,,,
54808,20090911,-88.37,40.05,0.317,0.88,0,1,0.397,1.15,0,1,0.404,1.02,0,1,,,,,,,,,0.357,1.07,0,1,,,,
54808,20090912,-88.37,40.05,0.308,0.81,0,0.994,0.393,1.1,0,1,0.401,1,0,1,,,,,,,,,0.351,1.01,0,1,,,,
54808,20090913,-88.37,40.05,0.299,0.74,0,0.875,0.389,1.06,0,1,0.398,0.98,0,1,,,,,,,,,0.344,0.94,0,1,,,,
54808,20090914,-88.37,40.05,0.288,0.66,0,0.732,0.383,1,0,1,0.394,0.96,0,1,,,,,,,,,0.336,0.87,0,0.994,,,,
54808,20090915,-88.37,40.05,0.278,0.57,0,0.589,0.377,0.95,0,1,0.39,0.93,0,1,,,,,,,,,0.328,0.79,0,0.923,,,,
54808,20090916,-88.37,40.05,0.269,0.49,0,0.446,0.372,0.9,0,1,0.385,0.9,0,1,,,,,,,,,0.32,0.72,0,0.78,,,,
54808,20090917,-88.37,40.05,0.26,0.41,0,0.304,0.365,0.84,0,1,0.38,0.87,0,1,,,,,,,,,0.313,0.64,0,0.637,,,,
54808,20090918,-88.37,40.05,0.251,0.34,0,0.161,0.359,0.79,0,1,0.375,0.83,0,1,,,,,,,,,0.305,0.57,0,0.494,,,,
54808,20090919,-88.37,40.05,0.243,0.26,0,0.024,0.352,0.74,0,1,0.369,0.79,0,1,,,,,,,,,0.298,0.51,0,0.351,,,,
54808,20090920,-88.37,40.05,0.236,0.2,0,0,0.347,0.7,0,1,0.364,0.75,0,1,,,,,,,,,0.291,0.46,0,0.208,,,,
54808,20090921,-88.37,40.05,0.23,0.15,0,0,0.341,0.66,0,0.994,0.359,0.71,0,1,,,,,,,,,0.286,0.42,0,0.071,,,,
54808,20090922,-88.37,40.05,0.226,0.12,0,0,0.337,0.63,0,0.994,0.354,0.68,0,1,,,,,,,,,0.282,0.39,0,0,,,,
54808,20090923,-88.37,40.05,0.23,0.15,0,0.107,0.336,0.62,0,0.988,0.351,0.65,0,1,,,,,,,,,0.283,0.4,0,0.113,,,,
54808,20090924,-88.37,40.05,0.234,0.18,0,0.244,0.335,0.61,0,0.988,0.348,0.62,0,1,,,,,,,,,0.285,0.42,0,0.256,,,,
54808,20090925,-88.37,40.05,0.238,0.21,0,0.304,0.335,0.61,0,0.988,0.346,0.6,0,1,,,,,,,,,0.287,0.44,0,0.399,,,,
54808,20090926,-88.37,40.05,0.243,0.26,0,0.399,0.336,0.61,0,0.988,0.345,0.59,0,1,,,,,,,,,0.29,0.46,0,0.542,,,,
54808,20090927,-88.37,40.05,0.249,0.3,0,0.542,0.337,0.62,0,0.988,0.344,0.59,0,1,,,,,,,,,0.293,0.49,0,0.685,,,,
54808,20090928,-88.37,40.05,0.255,0.35,0,0.583,0.337,0.62,0,0.994,0.344,0.58,0,1,,,,,,,,,0.296,0.51,0,0.827,,,,
54808,20090929,-88.37,40.05,0.258,0.37,0,0.583,0.337,0.62,0,0.994,0.343,0.56,0,0.994,,,,,,,,,0.298,0.51,0,0.964,,,,
54808,20090930,-88.37,40.05,0.253,0.32,0,0.476,0.335,0.61,0,1,0.341,0.53,0,0.929,,,,,,,,,0.294,0.48,0,0.857,,,,
54808,20091001,-88.37,40.05,0.248,0.28,0,0.339,0.332,0.59,0,1,0.339,0.51,0,0.833,,,,,,,,,0.29,0.45,0,0.714,,,,
54808,20091002,-88.37,40.05,0.255,0.33,0,0.363,0.331,0.6,0,1,0.339,0.49,0,0.786,,,,,,,,,0.293,0.47,0,0.661,,,,
54808,20091003,-88.37,40.05,0.266,0.42,0,0.411,0.331,0.6,0,1,0.338,0.47,0,0.786,,,,,,,,,0.299,0.52,0,0.661,,,,
54808,20091004,-88.37,40.05,0.275,0.48,0,0.411,0.331,0.61,0,1,0.338,0.46,0,0.786,,,,,,,,,0.303,0.55,0,0.661,,,,
54808,20091005,-88.37,40.05,0.282,0.53,0,0.512,0.331,0.61,0,1,0.337,0.44,0,0.78,,,,,,,,,0.306,0.58,0,0.661,,,,
54808,20091006,-88.37,40.05,0.289,0.57,0,0.655,0.331,0.62,0,1,0.336,0.43,0,0.78,,,,,,,,,0.31,0.61,0,0.667,,,,
54808,20091007,-88.37,40.05,0.302,0.66,0,0.798,0.333,0.63,0,1,0.337,0.43,0,0.845,,,,,,,,,0.317,0.67,0,0.804,,,,
54808,20091008,-88.37,40.05,0.314,0.74,0,0.94,0.334,0.64,0,1,0.337,0.43,0,0.929,,,,,,,,,0.324,0.72,0,0.946,,,,
54808,20091009,-88.37,40.05,0.331,0.85,0,1,0.347,0.74,0,1,0.343,0.49,0,0.976,,,,,,,,,0.339,0.84,0,1,,,,
54808,20091010,-88.37,40.05,0.345,0.93,0,1,0.361,0.86,0,1,0.353,0.57,0,0.976,,,,,,,,,0.353,0.96,0,1,,,,
54808,20091011,-88.37,40.05,0.357,1.01,0,1,0.374,0.96,0,1,0.361,0.65,0,0.976,,,,,,,,,0.365,1.08,0,1,,,,
54808,20091012,-88.37,40.05,0.37,1.09,0,1,0.386,1.05,0,1,0.37,0.72,0,0.982,,,,,,,,,0.378,1.19,0,1,,,,
54808,20091013,-88.37,40.05,0.385,1.2,0,1,0.398,1.14,0,1,0.379,0.8,0,0.988,,,,,,,,,0.391,1.3,0,1,,,,
54808,20091014,-88.37,40.05,0.397,1.27,0,1,0.41,1.24,0,1,0.387,0.88,0,0.988,,,,,,,,,0.403,1.4,0,1,,,,
54808,20091015,-88.37,40.05,0.415,1.39,0,1,0.424,1.35,0,1,0.398,0.98,0,1,,,,,,,,,0.42,1.53,0,1,,,,
54808,20091016,-88.37,40.05,0.414,1.37,0,1,0.426,1.35,0,1,0.402,1,0,1,,,,,,,,,0.42,1.51,0,1,,,,
54808,20091017,-88.37,40.05,0.412,1.32,0,1,0.426,1.32,0,1,0.401,0.99,0,1,,,,,,,,,0.419,1.46,0,1,,,,
54808,20091018,-88.37,40.05,0.413,1.29,0,1,0.426,1.3,0,1,0.402,0.99,0,1,,,,,,,,,0.419,1.41,0,1,,,,
54808,20091019,-88.37,40.05,0.414,1.25,0,1,0.427,1.27,0,1,0.403,0.98,0,1,,,,,,,,,0.42,1.36,0,1,,,,
54808,20091020,-88.37,40.05,0.413,1.2,0,1,0.427,1.25,0,1,0.403,0.97,0,1,,,,,,,,,0.42,1.3,0,1,,,,
54808,20091021,-88.37,40.05,0.411,1.12,0,1,0.427,1.22,0,1,0.404,0.96,0,1,,,,,,,,,0.419,1.23,0,1,,,,
54808,20091022,-88.37,40.05,0.404,1.01,0,1,0.424,1.17,0,1,0.402,0.94,0,1,,,,,,,,,0.414,1.12,0,1,,,,
54808,20091023,-88.37,40.05,0.404,0.96,0,1,0.424,1.14,0,1,0.403,0.93,0,1,,,,,,,,,0.414,1.06,0,1,,,,
54808,20091024,-88.37,40.05,0.41,0.94,0,1,0.426,1.15,0,1,0.412,0.99,0,1,,,,,,,,,0.418,1.04,0,1,,,,
54808,20091025,-88.37,40.05,0.413,0.91,0,1,0.427,1.15,0,1,0.413,0.99,0,1,,,,,,,,,0.42,1.01,0,1,,,,
54808,20091026,-88.37,40.05,0.416,0.89,0,1,0.428,1.15,0,1,0.414,0.99,0,1,,,,,,,,,0.422,0.98,0,1,,,,
54808,20091027,-88.37,40.05,0.421,0.89,0,1,0.43,1.14,0,1,0.415,0.99,0,1,,,,,,,,,0.425,0.97,0,1,,,,
54808,20091028,-88.37,40.05,0.43,0.92,0,1,0.434,1.15,0,1,0.418,1.01,0,1,,,,,,,,,0.432,0.99,0,1,,,,
54808,20091029,-88.37,40.05,0.439,0.95,0,1,0.438,1.16,0,1,0.421,1.04,0,1,,,,,,,,,0.438,1.01,0,1,,,,
54808,20091030,-88.37,40.05,0.443,0.95,0,1,0.441,1.16,0,1,0.423,1.05,0,1,,,,,,,,,0.442,1.01,0,1,,,,
54808,20091031,-88.37,40.05,0.447,0.96,0,1,0.444,1.16,0,1,0.423,1.06,0,1,,,,,,,,,0.445,1.02,0,1,,,,
54808,20091101,-88.37,40.05,0.451,0.97,0,1,0.448,1.15,0,1,0.429,1.11,0,1,,,,,,,,,0.449,1.03,0,1,,,,
54808,20091102,-88.37,40.05,0.453,0.98,0,1,0.449,1.13,0,1,0.43,1.12,0,1,,,,,,,,,0.451,1.02,0,1,,,,
54808,20091103,-88.37,40.05,0.453,0.98,0,1,0.45,1.11,0,1,0.43,1.11,0,1,,,,,,,,,0.452,1.02,0,1,,,,
54808,20091104,-88.37,40.05,0.449,0.95,0,1,0.449,1.07,0,1,0.429,1.09,0,1,,,,,,,,,0.449,1,0,1,,,,
54808,20091105,-88.37,40.05,0.446,0.93,0,1,0.447,1.03,0,1,0.427,1.07,0,1,,,,,,,,,0.446,0.98,0,1,,,,
54808,20091106,-88.37,40.05,0.44,0.89,0,1,0.444,0.97,0,1,0.424,1.03,0,1,,,,,,,,,0.442,0.96,0,1,,,,
54808,20091107,-88.37,40.05,0.427,0.81,0,1,0.436,0.89,0,1,0.414,0.92,0,1,,,,,,,,,0.432,0.89,0,1,,,,
54808,20091108,-88.37,40.05,0.419,0.75,0,1,0.431,0.84,0,1,0.407,0.83,0,1,,,,,,,,,0.425,0.85,0,1,,,,
54808,20091109,-88.37,40.05,0.413,0.71,0,1,0.428,0.8,0,1,0.405,0.79,0,1,,,,,,,,,0.421,0.82,0,1,,,,
54808,20091110,-88.37,40.05,0.407,0.65,0,1,0.426,0.78,0,1,0.405,0.75,0,1,,,,,,,,,0.416,0.79,0,1,,,,
54808,20091111,-88.37,40.05,0.401,0.6,0,1,0.423,0.76,0,1,0.404,0.71,0,1,,,,,,,,,0.412,0.75,0,1,,,,
54808,20091112,-88.37,40.05,0.393,0.53,0,0.935,0.42,0.73,0,1,0.403,0.67,0,1,,,,,,,,,0.407,0.7,0,1,,,,
54808,20091113,-88.37,40.05,0.385,0.46,0,0.792,0.418,0.71,0,1,0.402,0.63,0,1,,,,,,,,,0.401,0.64,0,1,,,,
54808,20091114,-88.37,40.05,0.377,0.38,0,0.649,0.414,0.68,0,1,0.401,0.59,0,1,,,,,,,,,0.396,0.57,0,1,,,,
54808,20091115,-88.37,40.05,0.369,0.31,0,0.506,0.411,0.65,0,1,0.4,0.56,0,1,,,,,,,,,0.39,0.51,0,1,,,,
54808,20091116,-88.37,40.05,0.371,0.33,0,0.452,0.411,0.64,0,1,0.401,0.55,0,1,,,,,,,,,0.391,0.5,0,0.994,,,,
54808,20091117,-88.37,40.05,0.384,0.46,0,0.452,0.416,0.68,0,1,0.408,0.6,0,1,,,,,,,,,0.4,0.57,0,0.994,,,,
54808,20091118,-88.37,40.05,0.4,0.61,0,0.452,0.423,0.73,0,1,0.416,0.66,0,1,,,,,,,,,0.412,0.67,0,0.994,,,,
54808,20091119,-88.37,40.05,0.415,0.74,0,0.518,0.43,0.79,0,1,0.425,0.73,0,1,,,,,,,,,0.422,0.75,0,0.994,,,,
54808,20091120,-88.37,40.05,0.429,0.88,0,0.661,0.436,0.83,0,1,0.432,0.78,0,1,,,,,,,,,0.433,0.84,0,0.994,,,,
54808,20091121,-88.37,40.05,0.442,0.99,0,0.804,0.441,0.85,0,1,0.436,0.81,0,1,,,,,,,,,0.442,0.91,0,0.994,,,,
54808,20091122,-88.37,40.05,0.455,1.1,0,0.946,0.446,0.88,0,1,0.438,0.82,0,1,,,,,,,,,0.451,0.98,0,0.994,,,,
54808,20091123,-88.37,40.05,0.459,1.12,0,1,0.448,0.88,0,1,0.439,0.82,0,1,,,,,,,,,0.453,0.99,0,1,,,,
54808,20091124,-88.37,40.05,0.452,1.03,0,1,0.444,0.83,0,1,0.432,0.76,0,1,,,,,,,,,0.448,0.92,0,1,,,,
54808,20091125,-88.37,40.05,0.446,0.96,0,1,0.441,0.79,0,1,0.427,0.71,0,1,,,,,,,,,0.444,0.87,0,1,,,,
54808,20091126,-88.37,40.05,0.444,0.93,0,1,0.439,0.76,0,1,0.422,0.67,0,1,,,,,,,,,0.441,0.84,0,1,,,,
54808,20091127,-88.37,40.05,0.441,0.9,0,1,0.438,0.75,0,1,0.418,0.64,0,1,,,,,,,,,0.44,0.81,0,1,,,,
54808,20091128,-88.37,40.05,0.441,0.89,0,1,0.438,0.75,0,1,0.417,0.64,0,1,,,,,,,,,0.44,0.81,0,1,,,,
54808,20091129,-88.37,40.05,0.441,0.88,0,1,0.439,0.75,0,1,0.417,0.65,0,1,,,,,,,,,0.44,0.81,0,1,,,,
54808,20091130,-88.37,40.05,0.44,0.87,0,1,0.439,0.76,0,1,0.417,0.66,0,1,,,,,,,,,0.44,0.81,0,1,,,,
54808,20091201,-88.37,40.05,0.44,0.86,0,1,0.439,0.78,0,1,0.417,0.67,0,1,,,,,,,,,0.44,0.82,0,1,,,,
54808,20091202,-88.37,40.05,0.436,0.81,0,1,0.437,0.77,0,1,0.415,0.66,0,1,,,,,,,,,0.436,0.8,0,1,,,,
54808,20091203,-88.37,40.05,0.434,0.77,0,1,0.435,0.77,0,1,0.412,0.65,0,1,,,,,,,,,0.434,0.8,0,1,,,,
54808,20091204,-88.37,40.05,0.432,0.74,0,1,0.434,0.77,0,1,0.41,0.65,0,1,,,,,,,,,0.433,0.8,0,1,,,,
54808,20091205,-88.37,40.05,0.431,0.71,0,1,0.432,0.77,0,1,0.408,0.64,0,1,,,,,,,,,0.431,0.8,0,1,,,,
54808,20091206,-88.37,40.05,0.43,0.68,0,1,0.431,0.77,0,1,0.407,0.63,0,1,,,,,,,,,0.43,0.78,0,1,,,,
54808,20091207,-88.37,40.05,0.429,0.65,0,1,0.429,0.76,0,1,0.405,0.62,0,1,,,,,,,,,0.429,0.76,0,1,,,,
54808,20091208,-88.37,40.05,0.428,0.62,0,1,0.428,0.74,0,1,0.404,0.6,0,1,,,,,,,,,0.428,0.74,0,1,,,,
54808,20091209,-88.37,40.05,0.432,0.64,0,1,0.429,0.76,0,1,0.405,0.62,0,1,,,,,,,,,0.43,0.76,0,1,,,,
54808,20091210,-88.37,40.05,0.433,0.63,0,1,0.429,0.77,0,1,0.405,0.63,0,1,,,,,,,,,0.431,0.75,0,1,,,,
54808,20091211,-88.37,40.05,0.433,0.62,0,1,0.428,0.76,0,1,0.406,0.64,0,1,,,,,,,,,0.431,0.74,0,1,,,,
54808,20091212,-88.37,40.05,,,,,0.427,0.76,0,1,0.406,0.64,0,1,,,,,,,,,,,,,,,,
54808,20091213,-88.37,40.05,,,,,,,,,0.406,0.65,0,1,,,,,,,,,,,,,,,,
54808,20091214,-88.37,40.05,,,,,,,,,0.408,0.69,0,1,,,,,,,,,,,,,,,,
54808,20091215,-88.37,40.05,,,,,,,,,0.41,0.73,0,1,,,,,,,,,,,,,,,,
54808,20091216,-88.37,40.05,,,,,,,,,0.41,0.73,0,1,,,,,,,,,,,,,,,,
54808,20091217,-88.37,40.05,,,,,,,,,0.409,0.73,0,1,,,,,,,,,,,,,,,,
54808,20091218,-88.37,40.05,,,,,,,,,0.408,0.72,0,1,,,,,,,,,,,,,,,,
54808,20091219,-88.37,40.05,,,,,,,,,0.408,0.72,0,1,,,,,,,,,,,,,,,,
54808,20091220,-88.37,40.05,,,,,0.427,0.72,0,1,0.408,0.72,0,1,,,,,,,,,,,,,,,,
54808,20091221,-88.37,40.05,,,,,0.425,0.7,0,1,0.407,0.7,0,1,,,,,,,,,,,,,,,,
54808,20091222,-88.37,40.05,,,,,0.424,0.67,0,1,0.405,0.67,0,1,,,,,,,,,,,,,,,,
54808,20091223,-88.37,40.05,,,,,0.425,0.69,0,1,0.404,0.67,0,1,,,,,,,,,,,,,,,,
54808,20091224,-88.37,40.05,,,,,0.428,0.73,0,1,0.406,0.72,0,1,,,,,,,,,,,,,,,,
54808,20091225,-88.37,40.05,0.434,0.45,0,0.544,0.431,0.8,0,1,0.412,0.86,0,1,,,,,,,,,0.433,0.65,0,0.993,,,,
54808,20091226,-88.37,40.05,0.442,0.55,0,0.625,0.435,0.86,0,1,0.419,1,0,1,,,,,,,,,0.438,0.73,0,0.994,,,,
54808,20091227,-88.37,40.05,0.446,0.61,0,0.768,0.437,0.89,0,1,0.422,1.08,0,1,,,,,,,,,0.442,0.79,0,1,,,,
54808,20091228,-88.37,40.05,0.449,0.65,0,0.911,0.438,0.91,0,1,0.424,1.13,0,1,,,,,,,,,0.444,0.82,0,1,,,,
54808,20091229,-88.37,40.05,0.45,0.66,0,0.952,0.438,0.91,0,1,0.425,1.16,0,1,,,,,,,,,0.444,0.82,0,1,,,,
54808,20091230,-88.37,40.05,0.451,0.66,0,0.952,0.438,0.9,0,1,0.425,1.17,0,1,,,,,,,,,0.444,0.82,0,1,,,,
54808,20091231,-88.37,40.05,0.448,0.63,0,0.95,0.436,0.85,0,1,0.423,1.12,0,1,,,,,,,,,0.442,0.78,0,1,,,,
54808,20100101,-88.37,40.05,0.441,0.53,0,0.924,0.433,0.8,0,1,0.417,1,0,1,,,,,,,,,0.437,0.69,0,1,,,,
54808,20100102,-88.37,40.05,,,,,0.429,0.74,0,1,0.411,0.87,0,1,,,,,,,,,,,,,,,,
