WBANNO,USDM_WEEK,LONGITUDE,LATITUDE,SMVWC_5_CM_MEAN,SMANOM_5_CM_MEAN,SMPERC_5_CM_30COUNTS,SMPERC_5_CM_70COUNTS,SMVWC_10_CM_MEAN,SMANOM_10_CM_MEAN,SMPERC_10_CM_30COUNTS,SMPERC_10_CM_70COUNTS,SMVWC_20_CM_MEAN,SMANOM_20_CM_MEAN,SMPERC_20_CM_30COUNTS,SMPERC_20_CM_70COUNTS,SMVWC_50_CM_MEAN,SMANOM_50_CM_MEAN,SMPERC_50_CM_30COUNTS,SMPERC_50_CM_70COUNTS,SMVWC_100_CM_MEAN,SMANOM_100_CM_MEAN,SMPERC_100_CM_30COUNTS,SMPERC_100_CM_70COUNTS,SMVWC_TOP_CM_MEAN,SMANOM_TOP_CM_MEAN,SMPERC_TOP_CM_30COUNTS,SMPERC_TOP_CM_70COUNTS,SMVWC_COLUMN_CM_MEAN,SMANOM_COLUMN_CM_MEAN,SMPERC_COLUMN_CM_30COUNTS,SMPERC_COLUMN_CM_70COUNTS
54811,20090617,-88.85,41.84,0.432,0.92,0,1,0.394,0.64,0,1,0.405,0.7,0,1,0.438,0.97,0,1,0.506,,,,0.413,0.82,0,1,0.435,,,
54811,20090618,-88.85,41.84,0.428,0.9,0,1,0.393,0.63,0,1,0.405,0.7,0,1,0.439,0.99,0,1,0.506,,,,0.411,0.8,0,1,0.434,,,
54811,20090619,-88.85,41.84,0.428,0.89,0,1,0.393,0.63,0,1,0.405,0.7,0,1,0.441,1,0,1,0.507,,,,0.41,0.8,0,1,0.435,,,
54811,20090620,-88.85,41.84,0.43,0.89,0,1,0.393,0.63,0,1,0.406,0.71,0,1,0.442,1.03,0,1,0.508,,,,0.411,0.79,0,1,0.436,,,
54811,20090621,-88.85,41.84,0.424,0.85,0,1,0.388,0.6,0,1,0.403,0.69,0,1,0.443,1.04,0,1,0.508,,,,0.406,0.76,0,1,0.433,,,
54811,20090622,-88.85,41.84,0.421,0.82,0,1,0.386,0.59,0,1,0.401,0.68,0,1,0.443,1.03,0,1,0.508,,,,0.403,0.73,0,1,0.432,,,
54811,20090623,-88.85,41.84,0.426,0.84,0,1,0.388,0.6,0,1,0.402,0.69,0,1,0.443,1.03,0,1,0.509,,,,0.407,0.75,0,1,0.433,,,
54811,20090624,-88.85,41.84,0.431,0.86,0,1,0.39,0.61,0,1,0.402,0.7,0,1,0.443,1.04,0,1,0.509,,,,0.411,0.76,0,1,0.435,,,
54811,20090625,-88.85,41.84,0.433,0.85,0,1,0.392,0.62,0,1,0.402,0.7,0,1,0.443,1.05,0,1,0.509,,,,0.412,0.76,0,1,0.436,,,
54811,20090626,-88.85,41.84,0.43,0.83,0,1,0.392,0.62,0,1,0.401,0.71,0,1,0.444,1.06,0,1,0.51,,,,0.411,0.74,0,1,0.435,,,
54811,20090627,-88.85,41.84,0.423,0.78,0,1,0.39,0.61,0,1,0.4,0.7,0,1,0.444,1.07,0,1,0.51,,,,0.407,0.71,0,1,0.433,,,
54811,20090628,-88.85,41.84,0.412,0.71,0,0.935,0.387,0.59,0,0.976,0.398,0.69,0,1,0.444,1.09,0,1,0.511,,,,0.4,0.66,0,0.952,0.431,,,
54811,20090629,-88.85,41.84,0.399,0.64,0,0.792,0.382,0.55,0,0.833,0.394,0.67,0,1,0.444,1.1,0,1,0.512,,,,0.391,0.6,0,0.81,0.426,,,
54811,20090630,-88.85,41.84,0.378,0.52,0,0.649,0.372,0.48,0,0.69,0.387,0.63,0,1,0.443,1.11,0,1,0.512,,,,0.375,0.5,0,0.667,0.419,,,
54811,20090701,-88.85,41.84,0.358,0.41,0,0.506,0.36,0.4,0,0.548,0.38,0.58,0,1,0.442,1.12,0,1,0.513,,,,0.359,0.39,0,0.524,0.411,,,
54811,20090702,-88.85,41.84,0.339,0.3,0,0.363,0.349,0.32,0,0.405,0.372,0.53,0,0.875,0.44,1.12,0,1,0.513,,,,0.344,0.3,0,0.381,0.403,,,
54811,20090703,-88.85,41.84,0.322,0.2,0,0.22,0.337,0.24,0,0.262,0.364,0.48,0,0.732,0.438,1.11,0,1,0.513,,,,0.33,0.2,0,0.238,0.395,,,
54811,20090704,-88.85,41.84,0.308,0.12,0,0.077,0.327,0.17,0,0.119,0.357,0.44,0,0.589,0.436,1.1,0,1,0.513,,,,0.318,0.12,0,0.095,0.388,,,
54811,20090705,-88.85,41.84,0.298,0.06,0,0,0.318,0.1,0,0,0.35,0.39,0,0.446,0.434,1.09,0,1,0.513,,,,0.308,0.06,0,0,0.382,,,
54811,20090706,-88.85,41.84,0.29,0.01,0,0,0.311,0.05,0,0,0.344,0.36,0,0.304,0.431,1.07,0,1,0.513,,,,0.301,0.01,0,0,0.378,,,
54811,20090707,-88.85,41.84,0.284,-0.02,0,0,0.305,0.01,0,0,0.34,0.33,0,0.161,0.43,1.06,0,1,0.513,,,,0.295,-0.03,0,0,0.374,,,
54811,20090708,-88.85,41.84,0.278,-0.06,0,0,0.3,-0.03,0,0,0.335,0.3,0,0.018,0.428,1.05,0,1,0.513,,,,0.289,-0.07,0,0,0.371,,,
54811,20090709,-88.85,41.84,0.276,-0.07,0,0,0.295,-0.07,0,0,0.332,0.28,0,0,0.427,1.04,0,1,0.513,,,,0.286,-0.09,0,0,0.368,,,
54811,20090710,-88.85,41.84,0.277,-0.07,0,0,0.292,-0.09,0,0,0.328,0.26,0,0,0.426,1.04,0,1,0.513,,,,0.284,-0.1,0,0,0.367,,,
54811,20090711,-88.85,41.84,0.286,0.01,0,0.113,0.29,-0.11,0,0,0.326,0.25,0,0,0.425,1.03,0,1,0.512,,,,0.288,-0.07,0,0.024,0.368,,,
54811,20090712,-88.85,41.84,0.299,0.12,0,0.256,0.29,-0.1,0,0,0.324,0.24,0,0,0.424,1.03,0,1,0.512,,,,0.295,-0.01,0,0.113,0.37,,,
54811,20090713,-88.85,41.84,0.308,0.2,0,0.399,0.29,-0.1,0,0,0.323,0.24,0,0,0.423,1.03,0,1,0.512,,,,0.299,0.03,0,0.113,0.371,,,
54811,20090714,-88.85,41.84,0.314,0.26,0,0.476,0.29,-0.09,0,0,0.321,0.24,0,0,0.422,1.04,0,1,0.512,,,,0.302,0.07,0,0.113,0.372,,,
54811,20090715,-88.85,41.84,0.319,0.31,0,0.476,0.288,-0.1,0,0,0.32,0.24,0,0,0.421,1.03,0,1,0.512,,,,0.304,0.09,0,0.113,0.372,,,
54811,20090716,-88.85,41.84,0.32,0.33,0,0.476,0.287,-0.12,0,0,0.318,0.24,0,0,0.42,1.03,0,1,0.512,,,,0.304,0.09,0,0.113,0.371,,,
54811,20090717,-88.85,41.84,0.318,0.32,0,0.476,0.284,-0.14,0.006,0,0.317,0.23,0,0,0.419,1.03,0,1,0.512,,,,0.301,0.08,0,0.113,0.37,,,
54811,20090718,-88.85,41.84,0.307,0.24,0,0.363,0.28,-0.17,0.143,0,0.314,0.21,0,0,0.418,1.03,0,1,0.512,,,,0.293,0.02,0,0.089,0.366,,,
54811,20090719,-88.85,41.84,0.29,0.11,0,0.22,0.273,-0.24,0.286,0,0.31,0.17,0,0,0.417,1.02,0,1,0.511,,,,0.281,-0.08,0.024,0,0.36,,,
54811,20090720,-88.85,41.84,0.277,0.01,0,0.077,0.265,-0.3,0.429,0,0.306,0.14,0,0,0.416,1,0,1,0.511,,,,0.271,-0.16,0.167,0,0.355,,,
54811,20090721,-88.85,41.84,0.266,-0.07,0.006,0,0.258,-0.37,0.571,0,0.301,0.09,0,0,0.414,0.98,0,1,0.511,,,,0.262,-0.24,0.31,0,0.35,,,
54811,20090722,-88.85,41.84,0.257,-0.14,0.018,0,0.251,-0.42,0.714,0,0.297,0.05,0,0,0.413,0.96,0,1,0.51,,,,0.254,-0.31,0.452,0,0.346,,,
54811,20090723,-88.85,41.84,0.25,-0.19,0.018,0,0.246,-0.47,0.857,0,0.293,0,0,0,0.412,0.94,0,1,0.511,,,,0.248,-0.36,0.595,0,0.342,,,
54811,20090724,-88.85,41.84,0.253,-0.14,0.018,0.089,0.247,-0.46,0.899,0,0.291,-0.02,0,0,0.411,0.93,0,1,0.511,,,,0.25,-0.33,0.643,0,0.342,,,
54811,20090725,-88.85,41.84,0.265,-0.03,0.018,0.232,0.251,-0.42,0.762,0,0.289,-0.03,0,0,0.41,0.91,0,1,0.511,,,,0.258,-0.25,0.643,0.048,0.345,,,
54811,20090726,-88.85,41.84,0.28,0.12,0.018,0.375,0.256,-0.37,0.619,0,0.289,-0.03,0,0,0.409,0.9,0,1,0.511,,,,0.268,-0.14,0.619,0.137,0.349,,,
54811,20090727,-88.85,41.84,0.292,0.23,0.018,0.518,0.261,-0.32,0.476,0,0.29,-0.03,0,0,0.408,0.89,0,1,0.51,,,,0.277,-0.05,0.476,0.137,0.352,,,
54811,20090728,-88.85,41.84,0.302,0.33,0.012,0.607,0.266,-0.27,0.333,0,0.29,-0.01,0,0,0.407,0.89,0,1,0.51,,,,0.284,0.03,0.333,0.137,0.355,,,
54811,20090729,-88.85,41.84,0.314,0.45,0,0.75,0.272,-0.22,0.19,0,0.292,0.01,0,0,0.407,0.89,0,1,0.51,,,,0.293,0.12,0.19,0.137,0.359,,,
54811,20090730,-88.85,41.84,0.324,0.54,0,0.78,0.276,-0.16,0.048,0,0.293,0.02,0,0,0.406,0.89,0,1,0.509,,,,0.3,0.2,0.048,0.137,0.362,,,
54811,20090731,-88.85,41.84,0.323,0.54,0,0.69,0.274,-0.17,0,0,0.292,0.02,0,0,0.406,0.89,0,1,0.509,,,,0.298,0.2,0,0.137,0.361,,,
54811,20090801,-88.85,41.84,0.312,0.47,0,0.548,0.269,-0.2,0,0,0.291,0.02,0,0,0.405,0.88,0,1,0.509,,,,0.291,0.14,0,0.089,0.357,,,
54811,20090802,-88.85,41.84,0.297,0.36,0,0.405,0.263,-0.25,0.012,0,0.289,0,0,0,0.404,0.87,0,1,0.509,,,,0.28,0.06,0,0,0.352,,,
54811,20090803,-88.85,41.84,0.286,0.28,0,0.262,0.257,-0.29,0.131,0,0.287,-0.01,0,0,0.402,0.86,0,1,0.509,,,,0.272,0,0,0,0.348,,,
54811,20090804,-88.85,41.84,0.276,0.21,0,0.173,0.252,-0.32,0.274,0,0.285,-0.03,0,0,0.401,0.84,0,1,0.509,,,,0.264,-0.06,0,0,0.345,,,
54811,20090805,-88.85,41.84,0.264,0.12,0,0.03,0.247,-0.36,0.417,0,0.283,-0.05,0,0,0.399,0.82,0,1,0.509,,,,0.256,-0.13,0,0,0.34,,,
54811,20090806,-88.85,41.84,0.254,0.04,0,0,0.241,-0.41,0.56,0,0.28,-0.07,0,0,0.398,0.81,0,1,0.509,,,,0.247,-0.2,0.113,0,0.336,,,
54811,20090807,-88.85,41.84,0.243,-0.04,0,0,0.236,-0.46,0.702,0,0.277,-0.11,0,0,0.396,0.8,0,1,0.509,,,,0.24,-0.27,0.256,0,0.332,,,
54811,20090808,-88.85,41.84,0.249,0,0,0.095,0.238,-0.44,0.756,0,0.275,-0.12,0,0,0.395,0.79,0,1,0.509,,,,0.244,-0.23,0.298,0.089,0.333,,,
54811,20090809,-88.85,41.84,0.264,0.12,0,0.238,0.246,-0.36,0.744,0,0.276,-0.12,0,0,0.393,0.79,0,1,0.509,,,,0.255,-0.13,0.298,0.232,0.338,,,
54811,20090810,-88.85,41.84,0.277,0.23,0,0.381,0.254,-0.29,0.625,0,0.277,-0.1,0,0,0.392,0.79,0,1,0.509,,,,0.266,-0.03,0.298,0.327,0.342,,,
54811,20090811,-88.85,41.84,0.289,0.33,0,0.524,0.261,-0.22,0.482,0,0.278,-0.09,0,0,0.391,0.79,0,1,0.51,,,,0.275,0.05,0.298,0.327,0.346,,,
54811,20090812,-88.85,41.84,0.299,0.41,0,0.625,0.267,-0.16,0.339,0,0.28,-0.06,0,0,0.389,0.78,0,1,0.51,,,,0.283,0.12,0.298,0.327,0.349,,,
54811,20090813,-88.85,41.84,0.308,0.49,0,0.625,0.273,-0.11,0.196,0,0.281,-0.04,0,0,0.387,0.76,0,1,0.51,,,,0.29,0.19,0.185,0.327,0.352,,,
54811,20090814,-88.85,41.84,0.314,0.55,0,0.625,0.278,-0.06,0.054,0,0.283,-0.01,0,0,0.386,0.75,0,1,0.51,,,,0.296,0.25,0.042,0.327,0.354,,,
54811,20090815,-88.85,41.84,0.305,0.47,0,0.53,0.275,-0.09,0.077,0,0.284,0,0,0,0.384,0.74,0,1,0.511,,,,0.29,0.19,0,0.238,0.352,,,
54811,20090816,-88.85,41.84,0.285,0.32,0,0.387,0.264,-0.18,0.22,0,0.282,-0.02,0,0,0.383,0.73,0,1,0.511,,,,0.274,0.06,0.089,0.095,0.345,,,
54811,20090817,-88.85,41.84,0.269,0.19,0,0.244,0.253,-0.28,0.363,0,0.279,-0.04,0,0,0.381,0.71,0,1,0.511,,,,0.261,-0.07,0.22,0,0.339,,,
54811,20090818,-88.85,41.84,0.264,0.16,0,0.238,0.244,-0.36,0.506,0,0.276,-0.08,0,0,0.38,0.7,0,1,0.511,,,,0.254,-0.12,0.22,0,0.335,,,
54811,20090819,-88.85,41.84,0.26,0.14,0,0.185,0.236,-0.43,0.649,0,0.272,-0.11,0,0,0.379,0.69,0,1,0.512,,,,0.248,-0.17,0.22,0,0.332,,,
54811,20090820,-88.85,41.84,0.267,0.21,0,0.262,0.233,-0.46,0.714,0,0.269,-0.15,0,0,0.377,0.67,0,1,0.511,,,,0.25,-0.15,0.22,0.077,0.332,,,
54811,20090821,-88.85,41.84,0.285,0.37,0,0.405,0.238,-0.42,0.714,0,0.267,-0.17,0,0,0.376,0.65,0,1,0.511,,,,0.261,-0.04,0.22,0.22,0.335,,,
54811,20090822,-88.85,41.84,0.302,0.52,0,0.548,0.243,-0.37,0.637,0,0.265,-0.19,0,0,0.375,0.62,0,1,0.511,,,,0.273,0.07,0.22,0.363,0.339,,,
54811,20090823,-88.85,41.84,0.319,0.67,0,0.69,0.25,-0.32,0.494,0,0.264,-0.2,0,0,0.374,0.59,0,1,0.51,,,,0.284,0.19,0.131,0.399,0.343,,,
54811,20090824,-88.85,41.84,0.333,0.79,0,0.833,0.256,-0.26,0.351,0,0.263,-0.21,0,0,0.372,0.55,0,1,0.51,,,,0.294,0.29,0,0.399,0.347,,,
54811,20090825,-88.85,41.84,0.335,0.8,0,0.804,0.26,-0.22,0.208,0,0.263,-0.21,0,0,0.371,0.5,0,0.958,0.51,,,,0.298,0.32,0,0.399,0.348,,,
54811,20090826,-88.85,41.84,0.336,0.8,0,0.768,0.264,-0.18,0.065,0,0.264,-0.22,0,0,0.37,0.44,0,0.833,0.509,,,,0.3,0.34,0,0.399,0.349,,,
54811,20090827,-88.85,41.84,0.35,0.91,0,0.833,0.277,-0.07,0,0.095,0.269,-0.18,0,0.018,0.369,0.39,0,0.69,0.509,,,,0.314,0.47,0,0.464,0.355,,,
54811,20090828,-88.85,41.84,0.357,0.95,0,0.833,0.29,0.05,0,0.238,0.287,-0.03,0,0.161,0.369,0.36,0,0.619,0.509,,,,0.324,0.55,0,0.464,0.363,,,
54811,20090829,-88.85,41.84,0.364,1,0,0.833,0.303,0.16,0,0.381,0.304,0.1,0,0.304,0.371,0.34,0,0.619,0.509,,,,0.333,0.63,0,0.464,0.37,,,
54811,20090830,-88.85,41.84,0.371,1.05,0,0.833,0.314,0.26,0,0.524,0.319,0.22,0,0.446,0.373,0.33,0,0.619,0.509,,,,0.342,0.71,0,0.571,0.377,,,
54811,20090831,-88.85,41.84,0.378,1.11,0,0.833,0.325,0.36,0,0.667,0.334,0.33,0,0.589,0.376,0.34,0,0.619,0.508,,,,0.352,0.79,0,0.714,0.384,,,
54811,20090901,-88.85,41.84,0.388,1.18,0,0.869,0.337,0.47,0,0.81,0.347,0.44,0,0.732,0.378,0.35,0,0.661,0.508,,,,0.362,0.89,0,0.857,0.392,,,
54811,20090902,-88.85,41.84,0.397,1.27,0,1,0.349,0.58,0,0.952,0.36,0.54,0,0.875,0.381,0.37,0,0.786,0.508,,,,0.373,0.99,0,1,0.399,,,
54811,20090903,-88.85,41.84,0.385,1.17,0,1,0.349,0.58,0,0.994,0.368,0.6,0,1,0.383,0.38,0,0.929,0.507,,,,0.367,0.94,0,1,0.398,,,
54811,20090904,-88.85,41.84,0.37,1.06,0,1,0.341,0.52,0,0.905,0.362,0.55,0,1,0.385,0.39,0,1,0.507,,,,0.355,0.85,0,1,0.393,,,
54811,20090905,-88.85,41.84,0.355,0.96,0,1,0.334,0.47,0,0.762,0.357,0.51,0,0.976,0.386,0.38,0,1,0.506,,,,0.344,0.77,0,1,0.387,,,
54811,20090906,-88.85,41.84,0.341,0.86,0,1,0.326,0.42,0,0.619,0.352,0.48,0,0.833,0.385,0.36,0,1,0.506,,,,0.334,0.7,0,1,0.382,,,
54811,20090907,-88.85,41.84,0.328,0.77,0,1,0.32,0.38,0,0.476,0.348,0.45,0,0.69,0.385,0.35,0,1,0.506,,,,0.324,0.64,0,1,0.377,,,
54811,20090908,-88.85,41.84,0.315,0.69,0,0.97,0.312,0.34,0,0.333,0.345,0.42,0,0.548,0.385,0.34,0,1,0.506,,,,0.314,0.57,0,0.869,0.372,,,
54811,20090909,-88.85,41.84,0.303,0.6,0,0.827,0.303,0.28,0,0.19,0.341,0.4,0,0.405,0.384,0.33,0,1,0.506,,,,0.303,0.5,0,0.726,0.367,,,
54811,20090910,-88.85,41.84,0.292,0.52,0,0.685,0.295,0.22,0,0.054,0.337,0.37,0,0.262,0.384,0.32,0,1,0.506,,,,0.293,0.43,0,0.583,0.363,,,
54811,20090911,-88.85,41.84,0.283,0.45,0,0.542,0.286,0.16,0,0,0.333,0.34,0,0.119,0.384,0.32,0,1,0.507,,,,0.284,0.36,0,0.44,0.358,,,
54811,20090912,-88.85,41.84,0.275,0.39,0,0.399,0.276,0.1,0,0,0.328,0.31,0,0,0.383,0.31,0,1,0.507,,,,0.276,0.29,0,0.298,0.354,,,
54811,20090913,-88.85,41.84,0.268,0.34,0,0.256,0.267,0.03,0,0,0.323,0.27,0,0,0.383,0.31,0,1,0.507,,,,0.268,0.22,0,0.155,0.35,,,
54811,20090914,-88.85,41.84,0.261,0.28,0,0.113,0.258,-0.05,0,0,0.317,0.23,0,0,0.383,0.31,0,1,0.508,,,,0.26,0.15,0,0.012,0.345,,,
54811,20090915,-88.85,41.84,0.254,0.23,0,0,0.249,-0.12,0.113,0,0.311,0.19,0,0,0.382,0.3,0,1,0.507,,,,0.252,0.08,0,0,0.341,,,
54811,20090916,-88.85,41.84,0.249,0.18,0,0,0.241,-0.19,0.256,0,0.305,0.14,0,0,0.381,0.29,0,1,0.507,,,,0.245,0.02,0,0,0.336,,,
54811,20090917,-88.85,41.84,0.242,0.13,0,0,0.233,-0.26,0.399,0,0.298,0.09,0,0,0.38,0.29,0,1,0.507,,,,0.238,-0.05,0,0,0.332,,,
54811,20090918,-88.85,41.84,0.236,0.08,0,0,0.225,-0.32,0.542,0,0.29,0.04,0,0,0.379,0.28,0,1,0.508,,,,0.231,-0.11,0,0,0.328,,,
54811,20090919,-88.85,41.84,0.23,0.04,0,0,0.218,-0.37,0.685,0,0.283,-0.01,0,0,0.377,0.27,0,0.964,0.508,,,,0.224,-0.16,0,0,0.323,,,
54811,20090920,-88.85,41.84,0.225,0,0,0,0.213,-0.41,0.827,0,0.276,-0.06,0,0,0.376,0.27,0,0.958,0.508,,,,0.219,-0.21,0.006,0,0.32,,,
54811,20090921,-88.85,41.84,0.23,0.05,0,0.083,0.211,-0.42,0.887,0,0.271,-0.09,0,0,0.375,0.26,0,0.958,0.507,,,,0.22,-0.19,0.036,0.006,0.319,,,
54811,20090922,-88.85,41.84,0.24,0.14,0,0.226,0.212,-0.4,0.774,0,0.268,-0.11,0,0,0.374,0.26,0,0.952,0.508,,,,0.226,-0.13,0.036,0.006,0.32,,,
54811,20090923,-88.85,41.84,0.256,0.29,0,0.369,0.219,-0.33,0.631,0,0.267,-0.11,0,0,0.372,0.26,0,0.952,0.508,,,,0.237,-0.01,0.036,0.125,0.324,,,
54811,20090924,-88.85,41.84,0.272,0.42,0,0.512,0.227,-0.25,0.488,0,0.268,-0.1,0,0,0.371,0.27,0,0.952,0.507,,,,0.249,0.1,0.036,0.268,0.329,,,
54811,20090925,-88.85,41.84,0.288,0.56,0,0.655,0.235,-0.18,0.345,0,0.269,-0.09,0,0,0.37,0.27,0,0.952,0.507,,,,0.261,0.22,0.036,0.411,0.334,,,
54811,20090926,-88.85,41.84,0.303,0.69,0,0.798,0.243,-0.1,0.202,0,0.272,-0.06,0,0,0.369,0.28,0,0.988,0.507,,,,0.273,0.33,0.036,0.554,0.339,,,
54811,20090927,-88.85,41.84,0.318,0.83,0,0.94,0.252,-0.02,0.06,0,0.274,-0.04,0,0,0.368,0.28,0,0.994,0.506,,,,0.285,0.44,0.03,0.69,0.344,,,
54811,20090928,-88.85,41.84,0.326,0.88,0,1,0.258,0.03,0,0,0.276,-0.02,0,0,0.367,0.29,0,0.994,0.506,,,,0.292,0.5,0,0.744,0.347,,,
54811,20090929,-88.85,41.84,0.329,0.9,0,1,0.261,0.05,0,0,0.277,-0.01,0,0,0.367,0.29,0,1,0.506,,,,0.295,0.51,0,0.774,0.348,,,
54811,20090930,-88.85,41.84,0.323,0.84,0,1,0.258,0.03,0,0,0.276,-0.02,0,0,0.366,0.29,0,0.982,0.505,,,,0.291,0.46,0,0.655,0.346,,,
54811,20091001,-88.85,41.84,0.317,0.77,0,0.946,0.255,-0.01,0,0,0.274,-0.03,0,0,0.365,0.28,0,0.97,0.505,,,,0.286,0.4,0,0.512,0.343,,,
54811,20091002,-88.85,41.84,0.323,0.79,0,0.899,0.258,0.01,0,0.054,0.276,-0.01,0,0.048,0.364,0.28,0,0.923,0.505,,,,0.29,0.41,0,0.452,0.345,,,
54811,20091003,-88.85,41.84,0.338,0.88,0,0.899,0.272,0.09,0,0.196,0.287,0.08,0,0.19,0.363,0.27,0,0.821,0.506,,,,0.305,0.5,0,0.452,0.353,,,
54811,20091004,-88.85,41.84,0.352,0.96,0,0.899,0.285,0.18,0,0.339,0.298,0.17,0,0.333,0.362,0.26,0,0.69,0.506,,,,0.319,0.58,0,0.458,0.361,,,
54811,20091005,-88.85,41.84,0.363,1,0,0.899,0.298,0.26,0,0.482,0.308,0.26,0,0.476,0.361,0.25,0,0.56,0.506,,,,0.33,0.64,0,0.542,0.367,,,
54811,20091006,-88.85,41.84,0.373,1.04,0,0.899,0.31,0.34,0,0.625,0.318,0.34,0,0.619,0.36,0.25,0,0.429,0.506,,,,0.341,0.69,0,0.655,0.373,,,
54811,20091007,-88.85,41.84,0.386,1.1,0,0.899,0.322,0.41,0,0.768,0.328,0.42,0,0.762,0.359,0.24,0,0.31,0.505,,,,0.354,0.76,0,0.798,0.38,,,
54811,20091008,-88.85,41.84,0.399,1.17,0,0.952,0.334,0.48,0,0.863,0.337,0.5,0,0.905,0.358,0.24,0,0.22,0.506,,,,0.366,0.83,0,0.94,0.387,,,
54811,20091009,-88.85,41.84,0.4,1.16,0,1,0.34,0.5,0,0.81,0.343,0.54,0,1,0.358,0.24,0,0.131,0.506,,,,0.37,0.83,0,1,0.389,,,
54811,20091010,-88.85,41.84,0.4,1.13,0,1,0.34,0.46,0,0.774,0.34,0.5,0,1,0.357,0.24,0,0.119,0.506,,,,0.37,0.8,0,1,0.389,,,
54811,20091011,-88.85,41.84,0.398,1.1,0,1,0.339,0.42,0,0.744,0.338,0.47,0,1,0.356,0.24,0,0.107,0.506,,,,0.369,0.76,0,1,0.387,,,
54811,20091012,-88.85,41.84,0.398,1.07,0,1,0.338,0.38,0,0.601,0.337,0.44,0,0.988,0.356,0.24,0,0.101,0.505,,,,0.368,0.73,0,1,0.387,,,
54811,20091013,-88.85,41.84,0.398,1.05,0,1,0.339,0.33,0,0.458,0.336,0.41,0,0.94,0.355,0.24,0,0.089,0.505,,,,0.369,0.7,0,1,0.387,,,
54811,20091014,-88.85,41.84,0.397,1.01,0,1,0.339,0.29,0,0.315,0.335,0.38,0,0.798,0.354,0.23,0,0.083,0.505,,,,0.368,0.66,0,1,0.386,,,
54811,20091015,-88.85,41.84,0.398,0.99,0,1,0.339,0.26,0,0.22,0.335,0.35,0,0.655,0.353,0.22,0,0.042,0.503,,,,0.369,0.64,0,1,0.386,,,
54811,20091016,-88.85,41.84,0.406,1.01,0,1,0.345,0.26,0,0.315,0.337,0.34,0,0.589,0.352,0.22,0,0.042,0.502,,,,0.376,0.65,0,1,0.388,,,
54811,20091017,-88.85,41.84,0.405,0.98,0,1,0.346,0.23,0,0.208,0.34,0.34,0,0.56,0.351,0.21,0,0.012,0.5,,,,0.376,0.62,0,1,0.388,,,
54811,20091018,-88.85,41.84,0.405,0.95,0,1,0.346,0.21,0,0.095,0.341,0.33,0,0.417,0.35,0.21,0,0.012,0.499,,,,0.375,0.6,0,1,0.388,,,
54811,20091019,-88.85,41.84,0.404,0.92,0,1,0.346,0.18,0,0.095,0.343,0.31,0,0.292,0.35,0.2,0,0.006,0.498,,,,0.375,0.58,0,1,0.388,,,
54811,20091020,-88.85,41.84,0.404,0.9,0,1,0.347,0.17,0,0.096,0.343,0.29,0,0.198,0.349,0.19,0,0.006,0.497,,,,0.375,0.56,0,1,0.388,,,
54811,20091021,-88.85,41.84,0.404,0.89,0,1,0.347,0.15,0,0.096,0.345,0.28,0,0.198,0.349,0.19,0,0.006,0.497,,,,0.376,0.55,0,1,0.388,,,
