WBANNO,USDM_WEEK,LONGITUDE,LATITUDE,SMVWC_5_CM_MEAN,SMANOM_5_CM_MEAN,SMPERC_5_CM_30COUNTS,SMPERC_5_CM_70COUNTS,SMVWC_10_CM_MEAN,SMANOM_10_CM_MEAN,SMPERC_10_CM_30COUNTS,SMPERC_10_CM_70COUNTS,SMVWC_20_CM_MEAN,SMANOM_20_CM_MEAN,SMPERC_20_CM_30COUNTS,SMPERC_20_CM_70COUNTS,SMVWC_50_CM_MEAN,SMANOM_50_CM_MEAN,SMPERC_50_CM_30COUNTS,SMPERC_50_CM_70COUNTS,SMVWC_100_CM_MEAN,SMANOM_100_CM_MEAN,SMPERC_100_CM_30COUNTS,SMPERC_100_CM_70COUNTS,SMVWC_TOP_CM_MEAN,SMANOM_TOP_CM_MEAN,SMPERC_TOP_CM_30COUNTS,SMPERC_TOP_CM_70COUNTS,SMVWC_COLUMN_CM_MEAN,SMANOM_COLUMN_CM_MEAN,SMPERC_COLUMN_CM_30COUNTS,SMPERC_COLUMN_CM_70COUNTS
54902,20090721,-93.29,41.56,0.298,0.44,0,0.619,0.389,0.9,0,1,0.455,0.95,0,1,0.483,1,0,1,0.539,0.75,0,1,0.343,0.66,0,1,0.433,0.88,0,1
54902,20090722,-93.29,41.56,0.291,0.41,0,0.476,0.383,0.88,0,1,0.45,0.94,0,1,0.479,0.99,0,1,0.539,0.76,0,1,0.337,0.63,0,1,0.429,0.86,0,1
54902,20090723,-93.29,41.56,0.284,0.36,0,0.333,0.376,0.86,0,1,0.446,0.94,0,1,0.476,0.98,0,1,0.539,0.77,0,1,0.33,0.59,0,1,0.424,0.84,0,1
54902,20090724,-93.29,41.56,0.279,0.34,0,0.19,0.371,0.84,0,1,0.441,0.94,0,1,0.471,0.96,0,1,0.539,0.78,0,1,0.325,0.57,0,1,0.42,0.83,0,1
54902,20090725,-93.29,41.56,0.276,0.33,0,0.065,0.366,0.83,0,1,0.436,0.94,0,1,0.467,0.94,0,1,0.539,0.79,0,1,0.321,0.55,0,1,0.417,0.81,0,1
54902,20090726,-93.29,41.56,0.272,0.31,0,0,0.361,0.81,0,1,0.431,0.93,0,1,0.461,0.91,0,1,0.539,0.8,0,1,0.317,0.53,0,1,0.413,0.79,0,1
54902,20090727,-93.29,41.56,0.269,0.3,0,0,0.356,0.78,0,1,0.426,0.92,0,1,0.454,0.88,0,1,0.539,0.8,0,1,0.313,0.51,0,0.976,0.409,0.76,0,1
54902,20090728,-93.29,41.56,0.267,0.29,0,0,0.352,0.76,0,1,0.421,0.9,0,1,0.447,0.83,0,1,0.539,0.81,0,1,0.309,0.49,0,0.881,0.405,0.74,0,1
54902,20090729,-93.29,41.56,0.263,0.28,0,0,0.346,0.74,0,1,0.415,0.88,0,1,0.439,0.78,0,1,0.539,0.82,0,1,0.305,0.46,0,0.756,0.4,0.71,0,1
54902,20090730,-93.29,41.56,0.258,0.25,0,0,0.341,0.7,0,1,0.408,0.85,0,1,0.43,0.72,0,1,0.539,0.83,0,1,0.299,0.43,0,0.613,0.395,0.68,0,1
54902,20090731,-93.29,41.56,0.253,0.22,0,0,0.334,0.67,0,1,0.4,0.81,0,1,0.42,0.65,0,0.946,0.539,0.84,0,1,0.294,0.39,0,0.47,0.389,0.65,0,1
54902,20090801,-93.29,41.56,0.248,0.18,0,0,0.329,0.63,0,1,0.393,0.77,0,1,0.41,0.58,0,0.815,0.539,0.85,0,1,0.288,0.35,0,0.327,0.384,0.61,0,1
54902,20090802,-93.29,41.56,0.243,0.15,0,0,0.323,0.59,0,1,0.386,0.74,0,1,0.401,0.51,0,0.673,0.54,0.87,0,1,0.283,0.32,0,0.185,0.378,0.58,0,1
54902,20090803,-93.29,41.56,0.239,0.13,0,0,0.318,0.56,0,0.988,0.378,0.7,0,1,0.391,0.44,0,0.53,0.54,0.88,0,1,0.279,0.29,0,0.065,0.373,0.55,0,0.958
54902,20090804,-93.29,41.56,0.235,0.1,0,0,0.314,0.54,0,0.97,0.372,0.66,0,1,0.383,0.38,0,0.387,0.54,0.9,0,1,0.275,0.27,0,0.018,0.369,0.53,0,0.833
54902,20090805,-93.29,41.56,0.232,0.09,0,0,0.311,0.51,0,0.887,0.365,0.63,0,1,0.375,0.32,0,0.244,0.54,0.92,0,1,0.271,0.25,0,0,0.365,0.5,0,0.69
54902,20090806,-93.29,41.56,0.229,0.07,0,0,0.307,0.48,0,0.744,0.359,0.6,0,1,0.368,0.26,0,0.101,0.54,0.94,0,1,0.268,0.23,0,0,0.361,0.48,0,0.548
54902,20090807,-93.29,41.56,0.226,0.05,0,0,0.304,0.46,0,0.601,0.354,0.57,0,1,0.361,0.21,0,0.012,0.54,0.95,0,1,0.265,0.21,0,0,0.357,0.45,0,0.405
54902,20090808,-93.29,41.56,0.224,0.05,0,0,0.306,0.47,0,0.595,0.352,0.56,0,1,0.357,0.18,0,0,0.54,0.96,0,1,0.265,0.22,0,0.012,0.356,0.45,0,0.393
54902,20090809,-93.29,41.56,0.224,0.05,0,0,0.306,0.48,0,0.595,0.351,0.56,0,1,0.354,0.15,0,0,0.54,0.98,0,1,0.265,0.22,0,0.012,0.355,0.44,0,0.393
54902,20090810,-93.29,41.56,0.225,0.06,0,0,0.309,0.51,0,0.607,0.351,0.56,0,1,0.352,0.14,0,0,0.54,0.98,0,1,0.267,0.24,0,0.083,0.355,0.45,0,0.429
54902,20090811,-93.29,41.56,0.228,0.09,0,0,0.313,0.55,0,0.625,0.351,0.57,0,1,0.352,0.13,0,0,0.539,0.99,0,1,0.271,0.27,0,0.22,0.357,0.48,0,0.554
54902,20090812,-93.29,41.56,0.23,0.11,0,0,0.317,0.58,0,0.708,0.352,0.57,0,1,0.351,0.13,0,0,0.539,0.99,0,1,0.273,0.29,0,0.304,0.358,0.49,0,0.696
54902,20090813,-93.29,41.56,0.233,0.13,0,0,0.32,0.61,0,0.851,0.353,0.57,0,1,0.35,0.13,0,0,0.538,0.99,0,1,0.277,0.32,0,0.304,0.359,0.5,0,0.839
54902,20090814,-93.29,41.56,0.236,0.15,0,0,0.323,0.64,0,0.994,0.355,0.56,0,0.976,0.351,0.13,0,0,0.538,0.98,0,1,0.279,0.33,0,0.304,0.36,0.52,0,0.94
54902,20090815,-93.29,41.56,0.237,0.15,0,0,0.321,0.61,0,0.863,0.353,0.52,0,0.875,0.349,0.12,0,0,0.537,0.97,0,1,0.279,0.32,0,0.292,0.359,0.5,0,0.81
54902,20090816,-93.29,41.56,0.237,0.15,0,0,0.32,0.59,0,0.72,0.351,0.48,0,0.732,0.348,0.11,0,0,0.536,0.96,0,1,0.279,0.3,0,0.292,0.359,0.48,0,0.667
54902,20090817,-93.29,41.56,0.237,0.13,0,0,0.318,0.55,0,0.589,0.349,0.43,0,0.595,0.346,0.09,0,0,0.536,0.95,0,1,0.277,0.28,0,0.226,0.357,0.45,0,0.536
54902,20090818,-93.29,41.56,0.239,0.13,0,0,0.32,0.55,0,0.589,0.35,0.4,0,0.595,0.347,0.1,0,0,0.535,0.93,0,1,0.28,0.28,0,0.167,0.358,0.45,0,0.536
54902,20090819,-93.29,41.56,0.24,0.12,0,0,0.322,0.55,0,0.589,0.351,0.38,0,0.56,0.347,0.1,0,0,0.535,0.9,0,1,0.281,0.27,0,0.083,0.359,0.43,0,0.512
54902,20090820,-93.29,41.56,0.242,0.13,0,0,0.325,0.56,0,0.589,0.353,0.36,0,0.429,0.348,0.1,0,0,0.534,0.87,0,1,0.284,0.28,0,0.125,0.36,0.43,0,0.482
54902,20090821,-93.29,41.56,0.248,0.15,0,0,0.33,0.58,0,0.589,0.354,0.34,0,0.31,0.348,0.1,0,0,0.534,0.84,0,1,0.289,0.31,0,0.22,0.363,0.42,0,0.464
54902,20090822,-93.29,41.56,0.252,0.17,0,0,0.334,0.6,0,0.726,0.356,0.32,0,0.268,0.349,0.1,0,0,0.534,0.81,0,1,0.293,0.33,0,0.22,0.365,0.4,0,0.464
54902,20090823,-93.29,41.56,0.255,0.17,0,0,0.337,0.62,0,0.839,0.358,0.31,0,0.268,0.349,0.1,0,0,0.533,0.78,0,1,0.296,0.34,0,0.22,0.367,0.38,0,0.464
54902,20090824,-93.29,41.56,0.256,0.17,0,0,0.34,0.63,0,0.827,0.36,0.29,0,0.262,0.35,0.1,0,0,0.533,0.75,0,1,0.298,0.34,0,0.214,0.368,0.35,0,0.458
54902,20090825,-93.29,41.56,0.252,0.12,0,0,0.335,0.57,0,0.685,0.357,0.24,0,0.119,0.347,0.07,0,0,0.532,0.72,0,1,0.293,0.29,0,0.137,0.364,0.28,0,0.315
54902,20090826,-93.29,41.56,0.248,0.08,0,0,0.331,0.53,0,0.542,0.355,0.2,0,0.012,0.344,0.05,0,0,0.531,0.69,0,1,0.29,0.25,0,0.137,0.362,0.22,0,0.196
54902,20090827,-93.29,41.56,0.259,0.15,0,0.101,0.337,0.55,0,0.506,0.359,0.2,0,0.071,0.351,0.09,0,0.071,0.53,0.68,0,1,0.298,0.3,0,0.196,0.367,0.23,0,0.161
54902,20090828,-93.29,41.56,0.278,0.27,0,0.244,0.35,0.63,0,0.506,0.373,0.27,0,0.214,0.369,0.19,0,0.214,0.531,0.68,0,1,0.314,0.41,0,0.244,0.38,0.31,0,0.22
54902,20090829,-93.29,41.56,0.296,0.38,0,0.387,0.362,0.69,0,0.506,0.386,0.33,0,0.357,0.385,0.27,0,0.357,0.533,0.69,0,1,0.329,0.51,0,0.387,0.392,0.4,0,0.363
54902,20090830,-93.29,41.56,0.314,0.5,0,0.53,0.374,0.76,0,0.536,0.399,0.4,0,0.5,0.402,0.34,0,0.5,0.534,0.71,0,1,0.344,0.61,0,0.53,0.405,0.49,0,0.506
54902,20090831,-93.29,41.56,0.331,0.61,0,0.673,0.387,0.84,0,0.679,0.412,0.47,0,0.643,0.419,0.41,0,0.643,0.536,0.72,0,1,0.359,0.7,0,0.673,0.417,0.58,0,0.649
54902,20090901,-93.29,41.56,0.348,0.72,0,0.815,0.4,0.92,0,0.821,0.425,0.54,0,0.786,0.436,0.49,0,0.786,0.538,0.74,0,1,0.374,0.8,0,0.815,0.43,0.67,0,0.792
54902,20090902,-93.29,41.56,0.363,0.82,0,0.958,0.413,0.99,0,0.964,0.438,0.6,0,0.929,0.453,0.56,0,0.929,0.54,0.76,0,1,0.388,0.89,0,0.958,0.441,0.76,0,0.935
54902,20090903,-93.29,41.56,0.359,0.79,0,0.946,0.415,0.98,0,1,0.444,0.62,0,1,0.461,0.57,0,1,0.542,0.77,0,1,0.387,0.87,0,1,0.444,0.76,0,1
54902,20090904,-93.29,41.56,0.343,0.68,0,0.804,0.409,0.91,0,1,0.439,0.58,0,1,0.458,0.51,0,1,0.543,0.77,0,1,0.376,0.77,0,1,0.438,0.7,0,1
54902,20090905,-93.29,41.56,0.328,0.57,0,0.661,0.403,0.85,0,1,0.434,0.54,0,1,0.455,0.47,0,1,0.543,0.76,0,1,0.365,0.69,0,0.976,0.432,0.64,0,1
54902,20090906,-93.29,41.56,0.313,0.46,0,0.518,0.396,0.79,0,1,0.43,0.51,0,1,0.451,0.44,0,1,0.542,0.74,0,1,0.354,0.6,0,0.833,0.426,0.58,0,1
54902,20090907,-93.29,41.56,0.299,0.36,0,0.375,0.389,0.72,0,1,0.425,0.47,0,1,0.447,0.41,0,1,0.542,0.73,0,1,0.344,0.52,0,0.69,0.42,0.52,0,1
54902,20090908,-93.29,41.56,0.286,0.28,0,0.232,0.381,0.66,0,1,0.42,0.44,0,1,0.443,0.37,0,0.94,0.541,0.71,0,1,0.333,0.45,0,0.548,0.414,0.47,0,0.994
54902,20090909,-93.29,41.56,0.274,0.2,0,0.089,0.374,0.6,0,0.881,0.415,0.41,0,1,0.438,0.34,0,0.81,0.541,0.7,0,1,0.324,0.39,0,0.405,0.408,0.43,0,0.905
54902,20090910,-93.29,41.56,0.264,0.13,0,0,0.366,0.53,0,0.738,0.41,0.38,0,0.911,0.433,0.3,0,0.667,0.54,0.69,0,1,0.315,0.33,0,0.262,0.402,0.38,0,0.762
54902,20090911,-93.29,41.56,0.256,0.08,0,0,0.358,0.47,0,0.595,0.404,0.34,0,0.768,0.427,0.25,0,0.524,0.539,0.67,0,1,0.307,0.28,0,0.119,0.397,0.34,0,0.619
54902,20090912,-93.29,41.56,0.249,0.04,0,0,0.35,0.42,0,0.452,0.398,0.31,0,0.625,0.422,0.21,0,0.381,0.538,0.66,0,1,0.299,0.23,0,0,0.391,0.3,0,0.476
54902,20090913,-93.29,41.56,0.243,0,0,0,0.343,0.36,0,0.31,0.392,0.27,0,0.482,0.415,0.17,0,0.238,0.537,0.65,0,1,0.293,0.19,0,0,0.386,0.26,0,0.333
54902,20090914,-93.29,41.56,0.239,-0.03,0,0,0.336,0.31,0,0.167,0.385,0.23,0,0.339,0.409,0.12,0,0.095,0.537,0.63,0,1,0.287,0.15,0,0,0.381,0.23,0,0.19
54902,20090915,-93.29,41.56,0.234,-0.05,0,0,0.329,0.25,0,0.024,0.379,0.19,0,0.196,0.402,0.08,0,0.012,0.536,0.62,0,1,0.282,0.11,0,0,0.376,0.19,0,0.054
54902,20090916,-93.29,41.56,0.231,-0.08,0,0,0.323,0.2,0,0,0.372,0.15,0,0.054,0.395,0.03,0,0,0.535,0.61,0,1,0.277,0.07,0,0,0.371,0.15,0,0
54902,20090917,-93.29,41.56,0.227,-0.1,0,0,0.317,0.16,0,0,0.366,0.11,0,0,0.388,-0.01,0,0,0.535,0.6,0,1,0.272,0.04,0,0,0.367,0.12,0,0
54902,20090918,-93.29,41.56,0.225,-0.11,0,0,0.312,0.12,0,0,0.36,0.07,0,0,0.381,-0.06,0,0,0.534,0.59,0,1,0.268,0.01,0,0,0.362,0.09,0,0
54902,20090919,-93.29,41.56,0.222,-0.13,0,0,0.307,0.08,0,0,0.353,0.03,0,0,0.375,-0.1,0,0,0.533,0.58,0,1,0.264,-0.02,0,0,0.358,0.06,0,0
54902,20090920,-93.29,41.56,0.219,-0.14,0,0,0.303,0.05,0,0,0.347,-0.01,0,0,0.368,-0.14,0,0,0.533,0.57,0,1,0.261,-0.04,0,0,0.354,0.03,0,0
54902,20090921,-93.29,41.56,0.217,-0.15,0,0,0.299,0.03,0,0,0.342,-0.04,0,0,0.362,-0.18,0,0,0.532,0.56,0,1,0.258,-0.06,0,0,0.351,0.01,0,0
54902,20090922,-93.29,41.56,0.216,-0.16,0,0,0.3,0.03,0,0,0.338,-0.07,0,0,0.359,-0.19,0,0,0.532,0.55,0,1,0.258,-0.06,0,0,0.349,0,0,0
54902,20090923,-93.29,41.56,0.215,-0.16,0,0,0.303,0.05,0,0,0.335,-0.09,0,0,0.357,-0.2,0,0,0.532,0.55,0,1,0.259,-0.06,0,0,0.348,0,0,0
54902,20090924,-93.29,41.56,0.215,-0.16,0,0,0.304,0.05,0,0,0.333,-0.1,0,0,0.355,-0.21,0,0,0.532,0.54,0,1,0.26,-0.05,0,0,0.348,0,0,0
54902,20090925,-93.29,41.56,0.22,-0.13,0,0.024,0.31,0.08,0,0.03,0.334,-0.09,0,0.03,0.356,-0.2,0,0,0.531,0.54,0,1,0.265,-0.02,0,0.03,0.35,0.01,0,0.03
54902,20090926,-93.29,41.56,0.24,-0.01,0,0.167,0.324,0.17,0,0.173,0.346,-0.02,0,0.173,0.362,-0.15,0,0.006,0.532,0.53,0,1,0.282,0.08,0,0.173,0.361,0.09,0,0.173
54902,20090927,-93.29,41.56,0.264,0.15,0,0.31,0.342,0.27,0,0.315,0.359,0.06,0,0.315,0.371,-0.09,0,0.024,0.532,0.54,0,1,0.303,0.21,0,0.315,0.374,0.18,0,0.315
54902,20090928,-93.29,41.56,0.286,0.29,0,0.452,0.358,0.36,0,0.458,0.373,0.14,0,0.458,0.378,-0.03,0,0.024,0.533,0.54,0,1,0.322,0.32,0,0.458,0.385,0.26,0,0.458
54902,20090929,-93.29,41.56,0.305,0.4,0,0.595,0.368,0.42,0,0.601,0.384,0.2,0,0.601,0.382,0,0,0.024,0.533,0.54,0,1,0.337,0.41,0,0.601,0.395,0.32,0,0.601
54902,20090930,-93.29,41.56,0.321,0.51,0,0.702,0.377,0.47,0,0.744,0.395,0.27,0,0.714,0.385,0.03,0,0.024,0.533,0.54,0,1,0.349,0.49,0,0.744,0.402,0.37,0,0.708
54902,20091001,-93.29,41.56,0.335,0.6,0,0.714,0.387,0.53,0,0.887,0.405,0.32,0,0.738,0.388,0.05,0,0.024,0.533,0.55,0,1,0.361,0.56,0,0.881,0.41,0.42,0,0.732
54902,20091002,-93.29,41.56,0.357,0.73,0,0.833,0.398,0.59,0,1,0.416,0.39,0,0.845,0.392,0.09,0,0.024,0.533,0.54,0,1,0.378,0.66,0,0.994,0.419,0.48,0,0.845
54902,20091003,-93.29,41.56,0.365,0.77,0,0.833,0.402,0.61,0,1,0.42,0.41,0,0.845,0.393,0.09,0,0.018,0.533,0.54,0,1,0.383,0.69,0,0.994,0.422,0.5,0,0.845
54902,20091004,-93.29,41.56,0.365,0.77,0,0.833,0.402,0.61,0,1,0.422,0.42,0,0.845,0.392,0.09,0,0,0.533,0.53,0,1,0.384,0.7,0,0.994,0.423,0.5,0,0.845
54902,20091005,-93.29,41.56,0.368,0.79,0,0.833,0.403,0.62,0,1,0.424,0.44,0,0.845,0.392,0.1,0,0,0.532,0.52,0,1,0.385,0.71,0,0.994,0.424,0.5,0,0.845
54902,20091006,-93.29,41.56,0.373,0.82,0,0.833,0.406,0.63,0,1,0.428,0.46,0,0.845,0.395,0.12,0,0,0.531,0.52,0,1,0.39,0.74,0,0.994,0.427,0.52,0,0.845
54902,20091007,-93.29,41.56,0.382,0.88,0,0.869,0.411,0.65,0,1,0.433,0.5,0,0.875,0.399,0.15,0,0,0.531,0.51,0,1,0.397,0.79,0,0.994,0.431,0.55,0,0.881
54902,20091008,-93.29,41.56,0.391,0.93,0,1,0.416,0.68,0,1,0.438,0.53,0,0.994,0.403,0.18,0,0,0.53,0.5,0,1,0.403,0.83,0,1,0.436,0.58,0,1
54902,20091009,-93.29,41.56,0.391,0.93,0,1,0.417,0.67,0,1,0.44,0.54,0,1,0.405,0.19,0,0,0.529,0.48,0,1,0.404,0.83,0,1,0.437,0.58,0,1
