WBANNO,USDM_WEEK,LONGITUDE,LATITUDE,SMVWC_5_CM_MEAN,SMANOM_5_CM_MEAN,SMPERC_5_CM_30COUNTS,SMPERC_5_CM_70COUNTS,SMVWC_10_CM_MEAN,SMANOM_10_CM_MEAN,SMPERC_10_CM_30COUNTS,SMPERC_10_CM_70COUNTS,SMVWC_20_CM_MEAN,SMANOM_20_CM_MEAN,SMPERC_20_CM_30COUNTS,SMPERC_20_CM_70COUNTS,SMVWC_50_CM_MEAN,SMANOM_50_CM_MEAN,SMPERC_50_CM_30COUNTS,SMPERC_50_CM_70COUNTS,SMVWC_100_CM_MEAN,SMANOM_100_CM_MEAN,SMPERC_100_CM_30COUNTS,SMPERC_100_CM_70COUNTS,SMVWC_TOP_CM_MEAN,SMANOM_TOP_CM_MEAN,SMPERC_TOP_CM_30COUNTS,SMPERC_TOP_CM_70COUNTS,SMVWC_COLUMN_CM_MEAN,SMANOM_COLUMN_CM_MEAN,SMPERC_COLUMN_CM_30COUNTS,SMPERC_COLUMN_CM_70COUNTS
94996,20090623,-96.85,40.7,0.331,0.57,0,0.851,0.382,0.64,0,1,0.398,0.43,0,0.435,0.332,0.27,0,0.565,0.363,0.39,0,0.982,0.356,0.64,0,1,0.361,0.61,0,0.929
94996,20090624,-96.85,40.7,0.323,0.52,0,0.708,0.379,0.63,0,1,0.401,0.45,0,0.536,0.341,0.34,0,0.708,0.363,0.4,0,0.982,0.351,0.61,0,0.952,0.361,0.62,0,0.929
94996,20090625,-96.85,40.7,0.319,0.49,0,0.565,0.376,0.62,0,1,0.403,0.47,0,0.613,0.35,0.4,0,0.845,0.362,0.4,0,0.982,0.348,0.59,0,0.851,0.362,0.64,0,0.929
94996,20090626,-96.85,40.7,0.315,0.47,0,0.518,0.372,0.6,0,0.929,0.404,0.48,0,0.589,0.359,0.46,0,0.952,0.362,0.4,0,0.976,0.344,0.56,0,0.708,0.363,0.65,0,0.964
94996,20090627,-96.85,40.7,0.305,0.4,0,0.411,0.367,0.56,0,0.786,0.404,0.48,0,0.589,0.368,0.52,0,0.982,0.362,0.41,0,0.976,0.336,0.51,0,0.565,0.361,0.65,0,0.911
94996,20090628,-96.85,40.7,0.289,0.29,0,0.268,0.357,0.49,0,0.643,0.4,0.46,0,0.565,0.377,0.58,0,1,0.363,0.42,0,0.958,0.323,0.42,0,0.423,0.357,0.62,0,0.768
94996,20090629,-96.85,40.7,0.269,0.14,0.012,0.125,0.34,0.38,0,0.5,0.387,0.39,0,0.423,0.38,0.6,0,1,0.364,0.43,0,0.958,0.304,0.28,0,0.28,0.348,0.55,0,0.625
94996,20090630,-96.85,40.7,0.25,0.02,0.143,0,0.322,0.25,0,0.357,0.373,0.31,0,0.28,0.38,0.6,0,1,0.364,0.43,0,0.97,0.286,0.16,0.012,0.137,0.338,0.48,0,0.482
94996,20090701,-96.85,40.7,0.235,-0.09,0.286,0,0.305,0.13,0.036,0.214,0.357,0.22,0,0.137,0.379,0.6,0,1,0.364,0.44,0,0.97,0.27,0.04,0.119,0.042,0.328,0.4,0,0.339
94996,20090702,-96.85,40.7,0.218,-0.2,0.429,0,0.287,0,0.179,0.071,0.341,0.13,0,0.006,0.376,0.59,0,1,0.365,0.45,0,0.97,0.252,-0.08,0.262,0,0.317,0.32,0,0.196
94996,20090703,-96.85,40.7,0.204,-0.29,0.571,0,0.27,-0.11,0.321,0,0.324,0.04,0.006,0,0.373,0.58,0,1,0.365,0.45,0,0.958,0.237,-0.19,0.405,0,0.307,0.25,0,0.06
94996,20090704,-96.85,40.7,0.198,-0.33,0.655,0,0.256,-0.21,0.464,0,0.308,-0.05,0.024,0,0.369,0.57,0,1,0.365,0.46,0,0.958,0.227,-0.26,0.494,0,0.299,0.19,0,0
94996,20090705,-96.85,40.7,0.199,-0.3,0.655,0,0.246,-0.27,0.607,0,0.295,-0.12,0.03,0,0.365,0.56,0,1,0.364,0.47,0,0.976,0.223,-0.28,0.494,0,0.294,0.16,0,0
94996,20090706,-96.85,40.7,0.2,-0.28,0.643,0,0.239,-0.31,0.69,0,0.283,-0.17,0.03,0,0.362,0.55,0,1,0.364,0.49,0,0.982,0.219,-0.29,0.494,0,0.289,0.14,0,0
94996,20090707,-96.85,40.7,0.199,-0.27,0.512,0,0.234,-0.33,0.75,0,0.275,-0.2,0.03,0,0.358,0.55,0,1,0.363,0.51,0,0.982,0.216,-0.29,0.494,0,0.286,0.12,0,0
94996,20090708,-96.85,40.7,0.198,-0.26,0.435,0,0.231,-0.34,0.792,0,0.268,-0.22,0.03,0,0.354,0.55,0,1,0.363,0.53,0,0.982,0.215,-0.29,0.44,0,0.283,0.12,0,0
94996,20090709,-96.85,40.7,0.198,-0.25,0.435,0,0.229,-0.33,0.768,0,0.264,-0.23,0.03,0,0.35,0.54,0,1,0.362,0.56,0,0.982,0.213,-0.29,0.44,0,0.28,0.12,0,0
94996,20090710,-96.85,40.7,0.197,-0.24,0.435,0,0.228,-0.33,0.762,0,0.26,-0.23,0.03,0,0.346,0.54,0,1,0.362,0.61,0,1,0.212,-0.28,0.44,0,0.278,0.12,0,0
94996,20090711,-96.85,40.7,0.193,-0.26,0.494,0,0.226,-0.32,0.756,0,0.257,-0.23,0.089,0,0.342,0.54,0,1,0.362,0.65,0,1,0.209,-0.3,0.494,0,0.276,0.11,0,0
94996,20090712,-96.85,40.7,0.182,-0.32,0.637,0,0.223,-0.32,0.756,0,0.253,-0.24,0.185,0,0.338,0.54,0,1,0.361,0.68,0,1,0.203,-0.34,0.637,0,0.272,0.09,0,0
94996,20090713,-96.85,40.7,0.175,-0.37,0.78,0,0.22,-0.33,0.798,0,0.249,-0.25,0.315,0,0.334,0.53,0,1,0.361,0.72,0,1,0.198,-0.37,0.78,0,0.268,0.07,0,0
94996,20090714,-96.85,40.7,0.171,-0.38,0.905,0,0.217,-0.33,0.821,0,0.245,-0.26,0.417,0,0.33,0.52,0,1,0.361,0.75,0,1,0.194,-0.39,0.893,0,0.265,0.05,0,0
94996,20090715,-96.85,40.7,0.171,-0.37,0.839,0,0.215,-0.32,0.744,0,0.242,-0.26,0.423,0,0.326,0.51,0,1,0.36,0.78,0,1,0.193,-0.38,0.839,0,0.263,0.06,0,0
94996,20090716,-96.85,40.7,0.171,-0.36,0.714,0,0.214,-0.31,0.625,0,0.241,-0.26,0.423,0,0.323,0.5,0,1,0.359,0.79,0,1,0.192,-0.37,0.696,0,0.261,0.06,0,0
94996,20090717,-96.85,40.7,0.17,-0.36,0.696,0,0.212,-0.3,0.488,0,0.239,-0.26,0.458,0,0.32,0.5,0,1,0.358,0.81,0,1,0.191,-0.37,0.661,0,0.26,0.06,0,0
94996,20090718,-96.85,40.7,0.169,-0.36,0.696,0,0.21,-0.28,0.351,0,0.237,-0.26,0.518,0,0.317,0.49,0,1,0.357,0.82,0,1,0.19,-0.37,0.637,0,0.258,0.06,0,0
94996,20090719,-96.85,40.7,0.168,-0.36,0.696,0,0.209,-0.27,0.214,0,0.235,-0.26,0.56,0,0.315,0.49,0,1,0.356,0.83,0,1,0.188,-0.36,0.637,0,0.256,0.06,0,0
94996,20090720,-96.85,40.7,0.167,-0.36,0.696,0,0.208,-0.26,0.107,0,0.234,-0.26,0.571,0,0.312,0.49,0,1,0.354,0.84,0,1,0.187,-0.36,0.637,0,0.255,0.06,0,0
94996,20090721,-96.85,40.7,0.166,-0.36,0.673,0,0.206,-0.26,0.137,0,0.232,-0.26,0.613,0,0.31,0.49,0,1,0.353,0.85,0,1,0.186,-0.36,0.643,0,0.253,0.06,0,0
94996,20090722,-96.85,40.7,0.164,-0.37,0.673,0,0.204,-0.26,0.161,0,0.23,-0.27,0.75,0,0.308,0.48,0,1,0.351,0.86,0,1,0.184,-0.37,0.696,0,0.251,0.05,0,0
94996,20090723,-96.85,40.7,0.163,-0.37,0.679,0,0.202,-0.26,0.167,0,0.229,-0.28,0.893,0,0.306,0.48,0,1,0.35,0.86,0,1,0.182,-0.37,0.744,0,0.25,0.04,0,0
94996,20090724,-96.85,40.7,0.162,-0.37,0.637,0,0.201,-0.26,0.167,0,0.228,-0.28,0.97,0,0.304,0.48,0,1,0.348,0.86,0,1,0.182,-0.37,0.708,0,0.249,0.03,0,0
94996,20090725,-96.85,40.7,0.162,-0.37,0.607,0,0.201,-0.26,0.167,0,0.228,-0.27,0.863,0,0.302,0.49,0,1,0.346,0.85,0,1,0.181,-0.36,0.69,0,0.248,0.03,0,0
94996,20090726,-96.85,40.7,0.162,-0.36,0.565,0,0.201,-0.25,0.161,0,0.228,-0.25,0.72,0,0.301,0.49,0,1,0.345,0.85,0,1,0.182,-0.36,0.613,0,0.248,0.03,0,0
94996,20090727,-96.85,40.7,0.163,-0.35,0.512,0,0.201,-0.23,0.143,0,0.229,-0.23,0.577,0,0.301,0.5,0,1,0.344,0.86,0,1,0.182,-0.35,0.53,0,0.248,0.04,0,0
94996,20090728,-96.85,40.7,0.163,-0.35,0.542,0,0.202,-0.22,0.03,0,0.229,-0.21,0.435,0,0.3,0.51,0,1,0.344,0.87,0,1,0.182,-0.34,0.458,0,0.248,0.06,0,0
94996,20090729,-96.85,40.7,0.161,-0.36,0.685,0,0.201,-0.21,0.012,0,0.229,-0.19,0.292,0,0.3,0.51,0,1,0.343,0.88,0,1,0.181,-0.34,0.542,0,0.247,0.06,0,0
94996,20090730,-96.85,40.7,0.159,-0.37,0.804,0,0.2,-0.21,0.018,0,0.229,-0.17,0.149,0,0.299,0.52,0,1,0.343,0.89,0,1,0.179,-0.35,0.637,0,0.246,0.06,0,0
94996,20090731,-96.85,40.7,0.157,-0.37,0.851,0,0.199,-0.22,0.06,0,0.228,-0.16,0.03,0,0.299,0.52,0,1,0.342,0.91,0,1,0.178,-0.36,0.708,0,0.245,0.05,0,0
94996,20090801,-96.85,40.7,0.157,-0.37,0.839,0,0.198,-0.22,0.113,0,0.227,-0.15,0,0,0.298,0.52,0,1,0.342,0.92,0,1,0.177,-0.36,0.726,0,0.244,0.05,0,0
94996,20090802,-96.85,40.7,0.157,-0.36,0.744,0,0.197,-0.23,0.179,0,0.225,-0.15,0,0,0.297,0.51,0,1,0.342,0.94,0,1,0.177,-0.36,0.786,0,0.243,0.05,0,0
94996,20090803,-96.85,40.7,0.157,-0.36,0.685,0,0.196,-0.23,0.214,0,0.224,-0.15,0,0,0.296,0.51,0,1,0.341,0.94,0,1,0.176,-0.36,0.833,0,0.243,0.04,0,0
94996,20090804,-96.85,40.7,0.157,-0.35,0.625,0,0.196,-0.23,0.214,0,0.224,-0.13,0,0.012,0.295,0.51,0,1,0.34,0.94,0,1,0.176,-0.36,0.881,0,0.243,0.05,0,0.012
94996,20090805,-96.85,40.7,0.163,-0.29,0.482,0,0.202,-0.16,0.208,0,0.236,-0.02,0,0.155,0.298,0.54,0,1,0.339,0.94,0,1,0.182,-0.3,0.744,0,0.247,0.14,0,0.155
94996,20090806,-96.85,40.7,0.167,-0.26,0.339,0,0.207,-0.11,0.196,0,0.246,0.08,0,0.298,0.299,0.55,0,1,0.338,0.93,0,1,0.187,-0.25,0.601,0,0.251,0.22,0,0.298
94996,20090807,-96.85,40.7,0.17,-0.23,0.208,0,0.211,-0.06,0.155,0,0.255,0.16,0,0.31,0.301,0.57,0,1,0.338,0.93,0,1,0.19,-0.2,0.458,0,0.255,0.28,0,0.44
94996,20090808,-96.85,40.7,0.172,-0.21,0.107,0,0.215,-0.02,0.101,0,0.262,0.23,0,0.31,0.302,0.58,0,1,0.337,0.93,0,1,0.193,-0.17,0.339,0,0.258,0.33,0,0.583
94996,20090809,-96.85,40.7,0.172,-0.2,0.119,0,0.217,0,0.036,0,0.266,0.27,0,0.31,0.303,0.59,0,1,0.337,0.92,0,1,0.195,-0.15,0.226,0,0.259,0.36,0,0.595
94996,20090810,-96.85,40.7,0.174,-0.19,0.125,0,0.219,0.02,0,0,0.269,0.3,0,0.31,0.304,0.6,0,1,0.336,0.92,0,1,0.196,-0.14,0.161,0,0.26,0.39,0,0.595
94996,20090811,-96.85,40.7,0.175,-0.18,0.054,0,0.22,0.03,0,0,0.27,0.31,0,0.298,0.305,0.61,0,1,0.336,0.92,0,1,0.197,-0.12,0.065,0,0.261,0.41,0,0.583
94996,20090812,-96.85,40.7,0.171,-0.21,0.054,0,0.215,-0.03,0,0,0.26,0.22,0,0.155,0.303,0.59,0,1,0.336,0.92,0,1,0.193,-0.16,0.113,0,0.257,0.33,0,0.44
94996,20090813,-96.85,40.7,0.169,-0.24,0.095,0,0.212,-0.06,0,0,0.251,0.14,0,0.012,0.301,0.58,0,1,0.337,0.92,0,1,0.19,-0.19,0.196,0,0.254,0.28,0,0.298
94996,20090814,-96.85,40.7,0.166,-0.26,0.238,0,0.209,-0.1,0.006,0,0.244,0.08,0,0,0.3,0.57,0,1,0.336,0.92,0,1,0.187,-0.22,0.339,0,0.251,0.23,0,0.155
94996,20090815,-96.85,40.7,0.164,-0.28,0.381,0,0.206,-0.13,0.06,0,0.238,0.02,0,0,0.299,0.56,0,1,0.336,0.92,0,1,0.185,-0.24,0.482,0,0.249,0.19,0,0.012
94996,20090816,-96.85,40.7,0.165,-0.26,0.435,0,0.206,-0.13,0.161,0.018,0.236,0.01,0,0.024,0.298,0.55,0,1,0.337,0.92,0,1,0.186,-0.22,0.583,0.018,0.248,0.18,0,0.024
94996,20090817,-96.85,40.7,0.174,-0.17,0.399,0,0.223,0.05,0.161,0.161,0.249,0.12,0,0.167,0.297,0.54,0,1,0.337,0.93,0,1,0.198,-0.08,0.542,0.161,0.256,0.29,0,0.167
94996,20090818,-96.85,40.7,0.181,-0.1,0.399,0,0.236,0.19,0.161,0.304,0.261,0.21,0,0.31,0.297,0.54,0,1,0.337,0.93,0,1,0.209,0.04,0.53,0.262,0.262,0.38,0,0.31
94996,20090819,-96.85,40.7,0.187,-0.05,0.399,0,0.247,0.31,0.161,0.44,0.271,0.3,0,0.452,0.296,0.55,0,1,0.337,0.93,0,1,0.217,0.13,0.482,0.262,0.268,0.45,0,0.452
94996,20090820,-96.85,40.7,0.191,-0.01,0.357,0,0.256,0.41,0.161,0.464,0.281,0.38,0,0.595,0.296,0.56,0,1,0.337,0.92,0,1,0.224,0.2,0.399,0.262,0.272,0.5,0,0.595
94996,20090821,-96.85,40.7,0.194,0.02,0.214,0,0.264,0.49,0.155,0.464,0.289,0.45,0,0.69,0.295,0.57,0,1,0.337,0.91,0,1,0.229,0.26,0.256,0.262,0.276,0.55,0,0.738
94996,20090822,-96.85,40.7,0.197,0.05,0.071,0,0.269,0.55,0.101,0.464,0.296,0.51,0,0.69,0.295,0.58,0,1,0.337,0.9,0,1,0.233,0.31,0.113,0.262,0.279,0.59,0,0.821
94996,20090823,-96.85,40.7,0.197,0.04,0,0,0.27,0.57,0,0.446,0.299,0.54,0,0.667,0.295,0.59,0,1,0.337,0.87,0,1,0.233,0.32,0,0.244,0.279,0.6,0,0.798
94996,20090824,-96.85,40.7,0.186,-0.05,0.018,0,0.255,0.41,0,0.304,0.288,0.44,0,0.524,0.294,0.6,0,1,0.336,0.84,0,1,0.221,0.19,0,0.101,0.272,0.48,0,0.655
94996,20090825,-96.85,40.7,0.178,-0.13,0.036,0,0.242,0.28,0,0.161,0.277,0.35,0,0.381,0.294,0.61,0,1,0.336,0.81,0,1,0.21,0.08,0,0,0.265,0.38,0,0.512
94996,20090826,-96.85,40.7,0.171,-0.18,0.119,0,0.23,0.16,0,0.024,0.267,0.27,0,0.238,0.294,0.6,0,1,0.335,0.78,0,1,0.201,-0.01,0,0,0.26,0.3,0,0.369
94996,20090827,-96.85,40.7,0.174,-0.15,0.119,0,0.221,0.08,0,0,0.258,0.2,0,0.095,0.294,0.6,0,1,0.335,0.76,0,1,0.198,-0.03,0,0,0.257,0.25,0,0.226
94996,20090828,-96.85,40.7,0.177,-0.12,0.119,0,0.215,0.01,0,0,0.251,0.14,0,0,0.294,0.59,0,1,0.335,0.74,0,1,0.196,-0.05,0,0,0.254,0.22,0,0.083
94996,20090829,-96.85,40.7,0.178,-0.1,0.119,0,0.211,-0.02,0,0,0.245,0.09,0,0,0.294,0.58,0,1,0.334,0.73,0,1,0.194,-0.06,0,0,0.252,0.19,0,0
94996,20090830,-96.85,40.7,0.179,-0.09,0.119,0,0.208,-0.05,0,0,0.241,0.06,0,0,0.294,0.58,0,1,0.334,0.71,0,1,0.193,-0.07,0,0,0.251,0.17,0,0
94996,20090831,-96.85,40.7,0.178,-0.09,0.119,0,0.206,-0.06,0,0,0.238,0.03,0,0,0.294,0.57,0,1,0.334,0.71,0,1,0.192,-0.07,0,0,0.25,0.15,0,0
94996,20090901,-96.85,40.7,0.178,-0.09,0.173,0,0.205,-0.08,0,0,0.235,0.01,0,0,0.293,0.55,0,1,0.334,0.7,0,1,0.191,-0.08,0,0,0.249,0.13,0,0
94996,20090902,-96.85,40.7,0.177,-0.09,0.226,0,0.203,-0.09,0,0,0.233,0,0,0,0.293,0.54,0,1,0.334,0.69,0,1,0.19,-0.09,0.006,0,0.248,0.11,0,0
94996,20090903,-96.85,40.7,0.168,-0.16,0.363,0,0.201,-0.1,0,0,0.231,-0.02,0,0,0.292,0.52,0,0.976,0.333,0.68,0,1,0.185,-0.13,0.018,0,0.245,0.07,0,0
94996,20090904,-96.85,40.7,0.167,-0.17,0.417,0,0.199,-0.12,0,0,0.228,-0.04,0,0,0.291,0.51,0,0.94,0.333,0.67,0,1,0.183,-0.15,0.048,0,0.244,0.05,0,0
94996,20090905,-96.85,40.7,0.172,-0.13,0.417,0,0.198,-0.13,0,0,0.227,-0.06,0,0,0.291,0.49,0,0.827,0.333,0.66,0,1,0.185,-0.13,0.048,0,0.244,0.06,0,0
94996,20090906,-96.85,40.7,0.176,-0.09,0.417,0,0.198,-0.13,0,0,0.225,-0.06,0,0,0.29,0.48,0,0.774,0.333,0.66,0,1,0.187,-0.11,0.048,0,0.244,0.06,0,0
94996,20090907,-96.85,40.7,0.179,-0.05,0.399,0,0.198,-0.13,0,0,0.225,-0.06,0,0,0.289,0.47,0,0.768,0.332,0.65,0,1,0.188,-0.09,0.048,0,0.245,0.07,0,0
94996,20090908,-96.85,40.7,0.181,-0.03,0.327,0,0.199,-0.12,0,0,0.225,-0.05,0,0,0.289,0.47,0,0.768,0.333,0.64,0,1,0.19,-0.08,0.048,0,0.245,0.08,0,0
94996,20090909,-96.85,40.7,0.183,-0.02,0.19,0,0.2,-0.11,0,0,0.225,-0.04,0,0,0.289,0.47,0,0.768,0.333,0.64,0,1,0.191,-0.07,0.042,0,0.246,0.1,0,0
94996,20090910,-96.85,40.7,0.184,-0.02,0.06,0,0.201,-0.1,0,0,0.226,-0.03,0,0,0.29,0.48,0,0.792,0.333,0.64,0,1,0.193,-0.06,0.03,0,0.247,0.11,0,0
94996,20090911,-96.85,40.7,0.18,-0.06,0.077,0,0.202,-0.1,0,0,0.227,-0.02,0,0,0.29,0.49,0,0.827,0.333,0.64,0,1,0.191,-0.09,0.036,0,0.246,0.11,0,0
94996,20090912,-96.85,40.7,0.172,-0.14,0.208,0,0.202,-0.1,0,0,0.227,-0.02,0,0,0.291,0.49,0,0.94,0.333,0.64,0,1,0.187,-0.14,0.131,0,0.245,0.09,0,0
94996,20090913,-96.85,40.7,0.167,-0.2,0.327,0,0.202,-0.11,0,0,0.227,-0.02,0,0,0.291,0.5,0,0.994,0.333,0.64,0,1,0.184,-0.18,0.22,0,0.244,0.08,0,0
94996,20090914,-96.85,40.7,0.164,-0.24,0.458,0,0.201,-0.13,0,0,0.226,-0.02,0,0,0.291,0.5,0,1,0.333,0.65,0,1,0.183,-0.21,0.327,0,0.243,0.07,0,0
94996,20090915,-96.85,40.7,0.162,-0.26,0.601,0,0.2,-0.14,0,0,0.226,-0.02,0,0,0.291,0.5,0,1,0.333,0.65,0,1,0.181,-0.23,0.47,0,0.243,0.07,0,0
94996,20090916,-96.85,40.7,0.161,-0.28,0.744,0,0.199,-0.15,0.012,0,0.225,-0.03,0,0,0.291,0.5,0,1,0.334,0.66,0,1,0.18,-0.25,0.613,0,0.242,0.06,0,0
94996,20090917,-96.85,40.7,0.16,-0.29,0.881,0,0.199,-0.16,0.03,0,0.224,-0.03,0,0,0.291,0.5,0,1,0.333,0.66,0,1,0.179,-0.27,0.75,0,0.241,0.06,0,0
94996,20090918,-96.85,40.7,0.159,-0.31,0.952,0,0.198,-0.17,0.095,0,0.224,-0.04,0,0,0.291,0.5,0,1,0.332,0.65,0,1,0.178,-0.28,0.839,0,0.241,0.06,0,0
94996,20090919,-96.85,40.7,0.157,-0.32,0.964,0,0.196,-0.18,0.196,0,0.223,-0.05,0,0,0.29,0.51,0,1,0.331,0.64,0,1,0.177,-0.28,0.887,0,0.24,0.05,0,0
94996,20090920,-96.85,40.7,0.155,-0.33,0.988,0,0.195,-0.19,0.333,0,0.222,-0.06,0,0,0.29,0.51,0,1,0.33,0.64,0,1,0.175,-0.29,0.94,0,0.238,0.05,0,0
94996,20090921,-96.85,40.7,0.152,-0.34,1,0,0.193,-0.2,0.452,0,0.221,-0.07,0,0,0.29,0.51,0,1,0.33,0.63,0,1,0.173,-0.3,0.976,0,0.237,0.04,0,0
94996,20090922,-96.85,40.7,0.152,-0.33,0.857,0,0.192,-0.21,0.595,0,0.219,-0.08,0,0,0.29,0.51,0,1,0.329,0.61,0,1,0.172,-0.29,0.833,0,0.236,0.04,0,0
94996,20090923,-96.85,40.7,0.153,-0.31,0.719,0,0.19,-0.22,0.725,0,0.218,-0.09,0,0,0.289,0.5,0,1,0.328,0.59,0,1,0.171,-0.29,0.695,0,0.236,0.03,0,0
94996,20090924,-96.85,40.7,0.154,-0.29,0.575,0,0.188,-0.23,0.85,0,0.216,-0.11,0,0,0.289,0.49,0,1,0.327,0.58,0,1,0.171,-0.28,0.563,0,0.235,0.03,0,0
94996,20090925,-96.85,40.7,0.155,-0.27,0.431,0,0.187,-0.23,0.874,0,0.215,-0.12,0,0,0.288,0.48,0,1,0.327,0.57,0,1,0.171,-0.27,0.437,0,0.235,0.03,0,0
94996,20090926,-96.85,40.7,0.157,-0.24,0.287,0,0.186,-0.23,0.868,0,0.214,-0.13,0,0,0.287,0.46,0,1,0.327,0.56,0,1,0.172,-0.25,0.293,0,0.235,0.03,0,0
94996,20090927,-96.85,40.7,0.162,-0.19,0.144,0,0.186,-0.22,0.766,0,0.214,-0.13,0,0,0.287,0.44,0,1,0.327,0.54,0,1,0.174,-0.23,0.15,0,0.235,0.04,0,0
94996,20090928,-96.85,40.7,0.165,-0.16,0,0,0.186,-0.21,0.701,0,0.213,-0.13,0,0,0.287,0.43,0,1,0.326,0.53,0,1,0.176,-0.2,0.006,0,0.236,0.05,0,0
94996,20090929,-96.85,40.7,0.166,-0.15,0,0,0.186,-0.21,0.677,0,0.212,-0.13,0,0,0.286,0.41,0,1,0.326,0.52,0,1,0.176,-0.2,0.006,0,0.235,0.05,0,0
94996,20090930,-96.85,40.7,0.166,-0.15,0,0,0.186,-0.2,0.643,0,0.212,-0.13,0,0,0.285,0.4,0,1,0.326,0.52,0,1,0.176,-0.2,0.054,0,0.235,0.05,0,0
